manifest_index,task_id,task_group,prompt_id,oracle_length,length_bucket,frozen_controller_test_row,frozen_controller_test_exclusion_flag,source_dataset,model
295,SingleLineInfilling/HumanEval/63/L2,HumanEval/63,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
296,SingleLineInfilling/HumanEval/63/L3,HumanEval/63,L3,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
297,SingleLineInfilling/HumanEval/63/L4,HumanEval/63,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
298,SingleLineInfilling/HumanEval/63/L5,HumanEval/63,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
299,SingleLineInfilling/HumanEval/63/L6,HumanEval/63,L6,25,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
300,SingleLineInfilling/HumanEval/64/L0,HumanEval/64,L0,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
301,SingleLineInfilling/HumanEval/64/L1,HumanEval/64,L1,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
302,SingleLineInfilling/HumanEval/64/L2,HumanEval/64,L2,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
303,SingleLineInfilling/HumanEval/64/L3,HumanEval/64,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
304,SingleLineInfilling/HumanEval/64/L4,HumanEval/64,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
305,SingleLineInfilling/HumanEval/65/L0,HumanEval/65,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
306,SingleLineInfilling/HumanEval/65/L1,HumanEval/65,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
307,SingleLineInfilling/HumanEval/65/L2,HumanEval/65,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
308,SingleLineInfilling/HumanEval/65/L3,HumanEval/65,L3,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
309,SingleLineInfilling/HumanEval/65/L4,HumanEval/65,L4,18,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
310,SingleLineInfilling/HumanEval/67/L0,HumanEval/67,L0,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
311,SingleLineInfilling/HumanEval/67/L1,HumanEval/67,L1,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
312,SingleLineInfilling/HumanEval/67/L2,HumanEval/67,L2,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
313,SingleLineInfilling/HumanEval/67/L3,HumanEval/67,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
314,SingleLineInfilling/HumanEval/67/L4,HumanEval/67,L4,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
315,SingleLineInfilling/HumanEval/68/L0,HumanEval/68,L0,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
316,SingleLineInfilling/HumanEval/68/L1,HumanEval/68,L1,18,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
317,SingleLineInfilling/HumanEval/68/L2,HumanEval/68,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
318,SingleLineInfilling/HumanEval/68/L3,HumanEval/68,L3,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
319,SingleLineInfilling/HumanEval/70/L0,HumanEval/70,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
320,SingleLineInfilling/HumanEval/70/L1,HumanEval/70,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
321,SingleLineInfilling/HumanEval/70/L2,HumanEval/70,L2,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
322,SingleLineInfilling/HumanEval/70/L3,HumanEval/70,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
323,SingleLineInfilling/HumanEval/70/L4,HumanEval/70,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
324,SingleLineInfilling/HumanEval/70/L5,HumanEval/70,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
325,SingleLineInfilling/HumanEval/71/L0,HumanEval/71,L0,20,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
326,SingleLineInfilling/HumanEval/71/L1,HumanEval/71,L1,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
327,SingleLineInfilling/HumanEval/71/L2,HumanEval/71,L2,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
328,SingleLineInfilling/HumanEval/71/L3,HumanEval/71,L3,29,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
329,SingleLineInfilling/HumanEval/71/L4,HumanEval/71,L4,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
330,SingleLineInfilling/HumanEval/71/L5,HumanEval/71,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
331,SingleLineInfilling/HumanEval/72/L0,HumanEval/72,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
332,SingleLineInfilling/HumanEval/72/L1,HumanEval/72,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
333,SingleLineInfilling/HumanEval/72/L3,HumanEval/72,L3,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
334,SingleLineInfilling/HumanEval/72/L4,HumanEval/72,L4,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
335,SingleLineInfilling/HumanEval/72/L5,HumanEval/72,L5,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
336,SingleLineInfilling/HumanEval/72/L6,HumanEval/72,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
337,SingleLineInfilling/HumanEval/72/L7,HumanEval/72,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
338,SingleLineInfilling/HumanEval/72/L8,HumanEval/72,L8,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
339,SingleLineInfilling/HumanEval/72/L9,HumanEval/72,L9,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
340,SingleLineInfilling/HumanEval/73/L0,HumanEval/73,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
341,SingleLineInfilling/HumanEval/73/L1,HumanEval/73,L1,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
342,SingleLineInfilling/HumanEval/73/L2,HumanEval/73,L2,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
343,SingleLineInfilling/HumanEval/73/L3,HumanEval/73,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
344,SingleLineInfilling/HumanEval/73/L4,HumanEval/73,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
345,SingleLineInfilling/HumanEval/74/L0,HumanEval/74,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
346,SingleLineInfilling/HumanEval/74/L1,HumanEval/74,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
347,SingleLineInfilling/HumanEval/74/L2,HumanEval/74,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
348,SingleLineInfilling/HumanEval/74/L4,HumanEval/74,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
349,SingleLineInfilling/HumanEval/74/L5,HumanEval/74,L5,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
350,SingleLineInfilling/HumanEval/74/L6,HumanEval/74,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
351,SingleLineInfilling/HumanEval/74/L8,HumanEval/74,L8,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
352,SingleLineInfilling/HumanEval/74/L9,HumanEval/74,L9,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
353,SingleLineInfilling/HumanEval/74/L10,HumanEval/74,L10,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
354,SingleLineInfilling/HumanEval/74/L11,HumanEval/74,L11,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
355,SingleLineInfilling/HumanEval/75/L0,HumanEval/75,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
356,SingleLineInfilling/HumanEval/75/L1,HumanEval/75,L1,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
357,SingleLineInfilling/HumanEval/75/L2,HumanEval/75,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
358,SingleLineInfilling/HumanEval/75/L3,HumanEval/75,L3,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
359,SingleLineInfilling/HumanEval/75/L4,HumanEval/75,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
360,SingleLineInfilling/HumanEval/75/L6,HumanEval/75,L6,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
361,SingleLineInfilling/HumanEval/75/L7,HumanEval/75,L7,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
362,SingleLineInfilling/HumanEval/75/L8,HumanEval/75,L8,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
363,SingleLineInfilling/HumanEval/75/L9,HumanEval/75,L9,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
364,SingleLineInfilling/HumanEval/75/L10,HumanEval/75,L10,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
365,SingleLineInfilling/HumanEval/75/L11,HumanEval/75,L11,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
366,SingleLineInfilling/HumanEval/75/L12,HumanEval/75,L12,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
367,SingleLineInfilling/HumanEval/75/L13,HumanEval/75,L13,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
368,SingleLineInfilling/HumanEval/77/L0,HumanEval/77,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
369,SingleLineInfilling/HumanEval/77/L1,HumanEval/77,L1,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
370,SingleLineInfilling/HumanEval/79/L0,HumanEval/79,L0,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
371,SingleLineInfilling/HumanEval/80/L0,HumanEval/80,L0,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
372,SingleLineInfilling/HumanEval/80/L1,HumanEval/80,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
373,SingleLineInfilling/HumanEval/80/L3,HumanEval/80,L3,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
374,SingleLineInfilling/HumanEval/80/L5,HumanEval/80,L5,33,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
375,SingleLineInfilling/HumanEval/80/L6,HumanEval/80,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
376,SingleLineInfilling/HumanEval/80/L7,HumanEval/80,L7,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
377,SingleLineInfilling/HumanEval/82/L0,HumanEval/82,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
378,SingleLineInfilling/HumanEval/82/L1,HumanEval/82,L1,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
379,SingleLineInfilling/HumanEval/82/L2,HumanEval/82,L2,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
380,SingleLineInfilling/HumanEval/82/L3,HumanEval/82,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
381,SingleLineInfilling/HumanEval/82/L4,HumanEval/82,L4,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
382,SingleLineInfilling/HumanEval/82/L5,HumanEval/82,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
383,SingleLineInfilling/HumanEval/82/L6,HumanEval/82,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
384,SingleLineInfilling/HumanEval/83/L0,HumanEval/83,L0,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
385,SingleLineInfilling/HumanEval/83/L1,HumanEval/83,L1,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
386,SingleLineInfilling/HumanEval/85/L0,HumanEval/85,L0,29,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
387,SingleLineInfilling/HumanEval/86/L0,HumanEval/86,L0,20,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
388,SingleLineInfilling/HumanEval/87/L0,HumanEval/87,L0,32,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
389,SingleLineInfilling/HumanEval/87/L1,HumanEval/87,L1,25,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
390,SingleLineInfilling/HumanEval/88/L0,HumanEval/88,L0,33,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
391,SingleLineInfilling/HumanEval/89/L0,HumanEval/89,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
392,SingleLineInfilling/HumanEval/89/L1,HumanEval/89,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
393,SingleLineInfilling/HumanEval/89/L2,HumanEval/89,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
394,SingleLineInfilling/HumanEval/89/L3,HumanEval/89,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
395,SingleLineInfilling/HumanEval/89/L4,HumanEval/89,L4,18,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
396,SingleLineInfilling/HumanEval/89/L5,HumanEval/89,L5,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
397,SingleLineInfilling/HumanEval/89/L6,HumanEval/89,L6,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
398,SingleLineInfilling/HumanEval/89/L7,HumanEval/89,L7,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
399,SingleLineInfilling/HumanEval/90/L0,HumanEval/90,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
400,SingleLineInfilling/HumanEval/90/L1,HumanEval/90,L1,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
401,SingleLineInfilling/HumanEval/92/L1,HumanEval/92,L1,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
402,SingleLineInfilling/HumanEval/92/L2,HumanEval/92,L2,22,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
403,SingleLineInfilling/HumanEval/92/L3,HumanEval/92,L3,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
404,SingleLineInfilling/HumanEval/92/L4,HumanEval/92,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
405,SingleLineInfilling/HumanEval/92/L5,HumanEval/92,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
406,SingleLineInfilling/HumanEval/93/L0,HumanEval/93,L0,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
407,SingleLineInfilling/HumanEval/93/L1,HumanEval/93,L1,21,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
408,SingleLineInfilling/HumanEval/93/L2,HumanEval/93,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
409,SingleLineInfilling/HumanEval/93/L3,HumanEval/93,L3,22,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
410,SingleLineInfilling/HumanEval/94/L0,HumanEval/94,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
411,SingleLineInfilling/HumanEval/94/L1,HumanEval/94,L1,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
412,SingleLineInfilling/HumanEval/94/L2,HumanEval/94,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
413,SingleLineInfilling/HumanEval/94/L3,HumanEval/94,L3,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
414,SingleLineInfilling/HumanEval/94/L5,HumanEval/94,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
415,SingleLineInfilling/HumanEval/94/L6,HumanEval/94,L6,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
416,SingleLineInfilling/HumanEval/94/L7,HumanEval/94,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
417,SingleLineInfilling/HumanEval/94/L8,HumanEval/94,L8,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
418,SingleLineInfilling/HumanEval/94/L9,HumanEval/94,L9,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
419,SingleLineInfilling/HumanEval/94/L10,HumanEval/94,L10,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
420,SingleLineInfilling/HumanEval/94/L11,HumanEval/94,L11,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
421,SingleLineInfilling/HumanEval/94/L12,HumanEval/94,L12,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
422,SingleLineInfilling/HumanEval/94/L13,HumanEval/94,L13,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
423,SingleLineInfilling/HumanEval/95/L0,HumanEval/95,L0,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
424,SingleLineInfilling/HumanEval/95/L1,HumanEval/95,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
425,SingleLineInfilling/HumanEval/95/L2,HumanEval/95,L2,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
426,SingleLineInfilling/HumanEval/95/L3,HumanEval/95,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
427,SingleLineInfilling/HumanEval/95/L4,HumanEval/95,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
428,SingleLineInfilling/HumanEval/95/L6,HumanEval/95,L6,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
429,SingleLineInfilling/HumanEval/95/L7,HumanEval/95,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
430,SingleLineInfilling/HumanEval/95/L8,HumanEval/95,L8,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
431,SingleLineInfilling/HumanEval/95/L9,HumanEval/95,L9,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
432,SingleLineInfilling/HumanEval/95/L10,HumanEval/95,L10,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
433,SingleLineInfilling/HumanEval/95/L11,HumanEval/95,L11,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
434,SingleLineInfilling/HumanEval/95/L12,HumanEval/95,L12,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
435,SingleLineInfilling/HumanEval/95/L13,HumanEval/95,L13,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
436,SingleLineInfilling/HumanEval/95/L14,HumanEval/95,L14,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
437,SingleLineInfilling/HumanEval/95/L15,HumanEval/95,L15,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
438,SingleLineInfilling/HumanEval/95/L16,HumanEval/95,L16,27,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
439,SingleLineInfilling/HumanEval/95/L17,HumanEval/95,L17,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
440,SingleLineInfilling/HumanEval/95/L18,HumanEval/95,L18,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
441,SingleLineInfilling/HumanEval/95/L19,HumanEval/95,L19,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
442,SingleLineInfilling/HumanEval/95/L20,HumanEval/95,L20,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
