manifest_index,task_id,task_group,prompt_id,length_bucket,policy,status,passed,oracle_length,selected_length,selected_minus_oracle,abs_selected_minus_oracle,mask_length_source,final_source,trigger_reason,compile_passed,error_type,error_message,candidate_sha256,decode_sec,verification_sec,length_probe_sec,total_sec_including_probe
326,SingleLineInfilling/HumanEval/71/L1,HumanEval/71,L1,<=8,best_simple_length_policy,ok,True,5,5,0,0,lcal_official_bounded_repair,base,none,True,,,a9dbbe42ca177c602e4a9dc95ebd979521328af311fd9a2949672404edb9982d,1.9001667109550908,0.15503698005340993,0.51218368683476,2.5673873778432608
327,SingleLineInfilling/HumanEval/71/L2,HumanEval/71,L2,9-12,best_simple_length_policy,ok,True,12,14,2,2,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,a48fa8c45ab92e0ffc27fa465781f916ff113f2511eccd1e47b2b6d5672dbacd,1.9222501480253413,0.15596890007145703,0.45575488347094506,2.5339739315677434
328,SingleLineInfilling/HumanEval/71/L3,HumanEval/71,L3,25+,best_simple_length_policy,ok,False,29,15,-14,14,lcal_official_bounded_repair,strong_correction,strong_base_len,True,UnitTestFailure,failed: name 'sqrt' is not defined,47be7fd7dc3af4680d127a40779c8c0683c72b7e7358b69ca34ab921907a1ff7,1.8968265479197726,0.152695219963789,0.4530727941310033,2.502594562014565
329,SingleLineInfilling/HumanEval/71/L4,HumanEval/71,L4,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,0c33d330e24e9199e4651fff4adf5fed8dd328de1d25e06086f613c1307a77d8,1.9084839029237628,0.15010056097526103,0.4595132174436003,2.518097681342624
330,SingleLineInfilling/HumanEval/71/L5,HumanEval/71,L5,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,7f895e4262c8768bb64f57af00ea8de827c24be2cf05e884028757f30f36722d,1.8894232750171795,0.14633670693729073,0.5150583373615518,2.550818319316022
331,SingleLineInfilling/HumanEval/72/L0,HumanEval/72,L0,<=8,best_simple_length_policy,ok,True,8,8,0,0,lcal_official_bounded_repair,base,none,True,,,0dfe3abb28204faebf033f8bc8e0846ea28729aa60c7b638062236a0c2297a27,2.34409258805681,0.14438261196482927,0.46445685310754925,2.9529320531291887
332,SingleLineInfilling/HumanEval/72/L1,HumanEval/72,L1,<=8,best_simple_length_policy,ok,True,4,16,12,12,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,c64ced7b728c1e021d76074627486f9b2c36d0b0dbb25ae8cfb2ac7dbb618cc8,2.412939102970995,0.15679222403559834,0.46163027093280107,3.0313615979393944
333,SingleLineInfilling/HumanEval/72/L3,HumanEval/72,L3,13-16,best_simple_length_policy,ok,True,13,14,1,1,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,2481ff1a3f8aa9e8858b4b4748d20f414d95a05e99d80517bdae7c1770e52848,2.3619605319108814,0.15226908586919308,0.4491817830130458,2.9634114007931203
334,SingleLineInfilling/HumanEval/72/L4,HumanEval/72,L4,<=8,best_simple_length_policy,ok,True,5,5,0,0,lcal_official_bounded_repair,base,none,True,,,63a56bc6500bd302147b26f67281210a8b5e49b3a10626c377d0ce550b78f456,2.361628876067698,0.15104604593943805,0.5308113862993196,3.0434863083064556
335,SingleLineInfilling/HumanEval/72/L5,HumanEval/72,L5,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,63a56bc6500bd302147b26f67281210a8b5e49b3a10626c377d0ce550b78f456,2.370550030027516,0.15238499303814024,0.4765680501004681,2.9995030731661245
336,SingleLineInfilling/HumanEval/72/L6,HumanEval/72,L6,<=8,best_simple_length_policy,ok,True,4,7,3,3,lcal_official_bounded_repair,official_bounded_repair,none,True,,,ba4050455bb0e9d3180f63e181624b2ad07f561521a05032e79506369af9cb34,2.3542330829659477,0.14780345384497195,0.5237804088974372,3.025816945708357
337,SingleLineInfilling/HumanEval/72/L7,HumanEval/72,L7,<=8,best_simple_length_policy,ok,True,5,8,3,3,lcal_official_bounded_repair,official_bounded_repair,none,True,,,70428c025432365106cecd9bf6010381147e6d0ee3257463996f804558dc0fb3,2.369978441973217,0.14719733805395663,0.46620754105970263,2.983383321086876
338,SingleLineInfilling/HumanEval/72/L8,HumanEval/72,L8,<=8,best_simple_length_policy,ok,True,5,5,0,0,lcal_official_bounded_repair,base,none,True,,,63a56bc6500bd302147b26f67281210a8b5e49b3a10626c377d0ce550b78f456,2.3609076079446822,0.14316961902659386,0.520740628708154,3.02481785567943
339,SingleLineInfilling/HumanEval/72/L9,HumanEval/72,L9,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,5f1fe08154c31f0f1adb623ffa6c417b462805900347bb3ed5385fcf0353e8e5,2.320024315966293,0.14659327687695622,0.5089033468393609,2.9755209396826103
340,SingleLineInfilling/HumanEval/73/L0,HumanEval/73,L0,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,961c4bddad6da83fdc30ad1295fc8258a24b53698af717b2b4b05c78108f24bd,1.8845652039162815,0.14518613694235682,0.4883882055291906,2.518139546387829
341,SingleLineInfilling/HumanEval/73/L1,HumanEval/73,L1,9-12,best_simple_length_policy,ok,True,12,12,0,0,lcal_official_bounded_repair,base,none,True,,,85d6b6d07eba962c260ebe85c0ad5299d2db74ba41598b597bbfb6d55b53fa71,1.895860256976448,0.15437984908930957,0.5224052957491949,2.5726454018149525
342,SingleLineInfilling/HumanEval/73/L2,HumanEval/73,L2,13-16,best_simple_length_policy,ok,False,16,10,-6,6,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: ,334cf976a48740dba3fe710e36ae5e7be4ce8fddded23a0022ba905e28334150,1.88113011198584,0.148042241926305,0.4952170831384137,2.5243894370505586
343,SingleLineInfilling/HumanEval/73/L3,HumanEval/73,L3,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,85d6b6d07eba962c260ebe85c0ad5299d2db74ba41598b597bbfb6d55b53fa71,1.905105517944321,0.14810691482853144,0.5189149468205869,2.5721273795934394
344,SingleLineInfilling/HumanEval/73/L4,HumanEval/73,L4,<=8,best_simple_length_policy,ok,False,4,7,3,3,lcal_official_bounded_repair,official_bounded_repair,none,True,UnitTestFailure,failed: ,48ca62ab608e453d7b3bfe59860f3f93539f148661cf8ee4c5445ac84e8c664f,1.9112840810557827,0.14818061992991716,0.4693824489368126,2.5288471499225125
345,SingleLineInfilling/HumanEval/74/L0,HumanEval/74,L0,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,base,none,True,,,126f86cc44158aef01c6ebeb5cd3a67a16174f74b95ec15dab3a0e308838cac0,1.9576354530872777,0.14713144791312516,0.46644820854999125,2.571215109550394
346,SingleLineInfilling/HumanEval/74/L1,HumanEval/74,L1,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.9582615389954299,0.14293322886805981,0.46810878824908286,2.5693035561125726
347,SingleLineInfilling/HumanEval/74/L2,HumanEval/74,L2,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.936825986020267,0.13508386188186705,0.5511011572089046,2.6230110051110387
348,SingleLineInfilling/HumanEval/74/L4,HumanEval/74,L4,<=8,best_simple_length_policy,ok,True,7,20,13,13,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,880be008c32a1784f043c7f5452fc84fc08a07282b1db8e0f73816e6552753c5,2.3466129639418796,0.14105105702765286,0.45794618502259254,2.945610205992125
349,SingleLineInfilling/HumanEval/74/L5,HumanEval/74,L5,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.9590040149632841,0.12050660501699895,0.4957408559275791,2.575251475907862
350,SingleLineInfilling/HumanEval/74/L6,HumanEval/74,L6,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.936032727942802,0.12253843201324344,0.5392007512273267,2.597771911183372
351,SingleLineInfilling/HumanEval/74/L8,HumanEval/74,L8,<=8,best_simple_length_policy,ok,False,8,7,-1,1,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: ,ad55969c5f58018e7a6b8fb64a7a51ba5de589af5dea6d3ed1adc8f0f58c7fc1,1.9809840209782124,0.13976251892745495,0.45091622811742127,2.5716627680230886
352,SingleLineInfilling/HumanEval/74/L9,HumanEval/74,L9,<=8,best_simple_length_policy,ok,True,5,5,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.95498142298311,0.13883211405482143,0.534322987892665,2.6281365249305964
353,SingleLineInfilling/HumanEval/74/L10,HumanEval/74,L10,<=8,best_simple_length_policy,ok,True,3,3,0,0,lcal_official_bounded_repair,base,none,True,,,78a5909c399b92d43d1c7c8d7be59a0e1b747373f2427ce1a5c0a041ae2e1994,1.9376375690335408,0.13453500194009393,0.4981502369046211,2.570322807878256
354,SingleLineInfilling/HumanEval/74/L11,HumanEval/74,L11,<=8,best_simple_length_policy,ok,True,5,4,-1,1,lcal_official_bounded_repair,base,none,True,,,43656b198ec0220d4a99258500bccadeb79050a7e462968e5b18d8816a0fc81a,1.9221960749709979,0.14014098898041993,0.49533060810063034,2.557667672052048
355,SingleLineInfilling/HumanEval/75/L0,HumanEval/75,L0,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,ef49a49bf1d9008d2c3ca1b324166599f38d1c6da352c96800d22b92f17f0afc,1.8830885490169749,0.2713598229456693,0.5016729616327211,2.6561213335953653
356,SingleLineInfilling/HumanEval/75/L1,HumanEval/75,L1,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.865164540009573,0.27793117507826537,0.46685081301257014,2.6099465281004086
357,SingleLineInfilling/HumanEval/75/L2,HumanEval/75,L2,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,36af0512d1d470c549330e81ca51c87ff710b80ef5df3dae48eb585ffb8ac2a4,1.8623665089253336,0.3020091541111469,0.46086892508901656,2.625244588125497
358,SingleLineInfilling/HumanEval/75/L3,HumanEval/75,L3,<=8,best_simple_length_policy,ok,True,4,4,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.8360745379468426,0.27936094312462956,0.6045093813445419,2.719944862416014
359,SingleLineInfilling/HumanEval/75/L4,HumanEval/75,L4,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,8abfe9a0e8b5eabdde09efd0b7cae4ecbc80596554061c1bc14038bc40ab4a55,1.8594100930495188,0.28103830001782626,0.5311322710476816,2.6715806641150266
360,SingleLineInfilling/HumanEval/75/L6,HumanEval/75,L6,9-12,best_simple_length_policy,ok,True,12,12,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.8588333129882812,0.28095992282032967,0.5197197529487312,2.659512988757342
361,SingleLineInfilling/HumanEval/75/L7,HumanEval/75,L7,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.8744642429519445,0.29313907108735293,0.476999533129856,2.6446028471691534
362,SingleLineInfilling/HumanEval/75/L8,HumanEval/75,L8,9-12,best_simple_length_policy,ok,True,12,12,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.8907835979480296,0.28727469407022,0.5162809393368661,2.6943392313551158
363,SingleLineInfilling/HumanEval/75/L9,HumanEval/75,L9,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.8638227079063654,0.28868695709388703,0.46458018419798464,2.617089849198237
364,SingleLineInfilling/HumanEval/75/L10,HumanEval/75,L10,9-12,best_simple_length_policy,ok,True,12,12,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.876200624043122,0.28258712589740753,0.5166234744247049,2.6754112243652344
365,SingleLineInfilling/HumanEval/75/L11,HumanEval/75,L11,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,2d1088c993f2388df27f3d520b42b9cbb1ed5dec9be49b20cbcc79c445fdbaa7,1.864287058939226,0.2778746889671311,0.46410659211687744,2.6062683400232345
366,SingleLineInfilling/HumanEval/75/L12,HumanEval/75,L12,9-12,best_simple_length_policy,ok,True,11,14,3,3,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,607d078a4b729f33cbb812887c947160289ed4e5eb59e0415e398ee536971304,1.9173640069784597,0.2916512390365824,0.46956027508713305,2.678575521102175
367,SingleLineInfilling/HumanEval/75/L13,HumanEval/75,L13,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,8bd0806037f95fe6361442c793db0108f57a3482df52afc48aaa024b87c09bc9,1.8593777960631996,0.28784607688430697,0.5266710268333554,2.673894899780862
368,SingleLineInfilling/HumanEval/77/L0,HumanEval/77,L0,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,a974fdf81efc943f23efbd9ad55fc2a4ace74d1bd9475f22ca85611d1825d930,1.8311135799158365,0.1391775340307504,0.5632089969003573,2.533500110846944
369,SingleLineInfilling/HumanEval/77/L1,HumanEval/77,L1,17-24,best_simple_length_policy,ok,False,19,3,-16,16,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: First test error: None,2ddf260eb2f98f218692bfdf0ed400df88d3e31678f3942ae9ac5a87ad1d010e,1.558528013061732,0.12723938818089664,0.5271459937794134,2.212913395022042
370,SingleLineInfilling/HumanEval/79/L0,HumanEval/79,L0,13-16,best_simple_length_policy,ok,False,15,14,-1,1,lcal_official_bounded_repair,strong_correction,strong_base_len,False,SyntaxError,"unterminated string literal (detected at line 15) (<unknown>, line 15)",b6a71c306cbce7ff21f4747b0a27dfe7aed330eb8466a513788cb5cabd85e39c,1.8727759959874675,0.00012096203863620758,0.4306199853308499,2.3035169433569536
371,SingleLineInfilling/HumanEval/80/L0,HumanEval/80,L0,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,9dc97f58c795daefe7f5f53897e241c2d3b597319281f979b635cd41944702f3,1.8481503570219502,0.15093639900442213,0.4522768431343138,2.451363599160686
372,SingleLineInfilling/HumanEval/80/L1,HumanEval/80,L1,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,12556d620aa2a856b1d3227b7a7cd1b8a48cbdbc8c3603770a497aef0cb4ef63,1.838234007009305,0.1401340919546783,0.5218605542322621,2.5002286531962454
373,SingleLineInfilling/HumanEval/80/L3,HumanEval/80,L3,9-12,best_simple_length_policy,ok,True,12,10,-2,2,lcal_official_bounded_repair,base,none,True,,,705d1ba523bc92e42ca8ab75c626ed7fd8f09c2ff481b2be68fb0c7e8e1cbb11,1.8670566579094157,0.1560683469288051,0.4915760663570836,2.5147010711953044
374,SingleLineInfilling/HumanEval/80/L5,HumanEval/80,L5,25+,best_simple_length_policy,ok,False,33,11,-22,22,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: aabb,be6dbc446727b1f1075e23843b72987a026ff0f6ba1c855373dee69683f48511,1.8554106689989567,0.12258984195068479,0.5288987221429124,2.506899233092554
375,SingleLineInfilling/HumanEval/80/L6,HumanEval/80,L6,<=8,best_simple_length_policy,ok,True,4,4,0,0,lcal_official_bounded_repair,base,none,True,,,7a3d8f4b4a20a91b2cd1de5fe7ee50b0ca7295a09b5407325b8a47a5537a86a3,1.8644959960365668,0.14788867207244039,0.49883687135297805,2.5112215394619852
376,SingleLineInfilling/HumanEval/80/L7,HumanEval/80,L7,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,bdbdf7aa50947c406c604fd1086ac09d876c4fe65c24bc331971f7f03409d692,1.8496756539680064,0.14958035701420158,0.5271087510045618,2.5263647619867697
377,SingleLineInfilling/HumanEval/82/L0,HumanEval/82,L0,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,0696d0dedc07e6df161017f9530a5723da247ce218d9ee4dd9b7cdf76a983722,1.6063345209695399,0.13090552587527782,0.5713196998694912,2.308559746714309
378,SingleLineInfilling/HumanEval/82/L1,HumanEval/82,L1,9-12,best_simple_length_policy,ok,False,12,5,-7,7,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: ,8605cc143d5980476637d591652b728fd25d8a2c90edd6931c798afe59e2983b,1.6162053949665278,0.14700371189974248,0.5093479017959908,2.272557008662261
379,SingleLineInfilling/HumanEval/82/L2,HumanEval/82,L2,<=8,best_simple_length_policy,ok,True,4,15,11,11,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,8b6c601c6e067211a028fcb40db693853e0d60350c2e731757668f299b56016c,1.8630316100316122,0.1485137608833611,0.43907150893937796,2.4506168798543513
380,SingleLineInfilling/HumanEval/82/L3,HumanEval/82,L3,9-12,best_simple_length_policy,ok,True,10,10,0,0,lcal_official_bounded_repair,base,none,True,,,2eadb7c1a07bbd210fc40d31fd83012ce989b8d1faf9de05798e3744a952d4f5,1.6221411100123078,0.1425329758785665,0.49884611752349883,2.263520203414373
381,SingleLineInfilling/HumanEval/82/L4,HumanEval/82,L4,9-12,best_simple_length_policy,ok,True,9,9,0,0,lcal_official_bounded_repair,base,none,True,,,2eadb7c1a07bbd210fc40d31fd83012ce989b8d1faf9de05798e3744a952d4f5,1.6144068050198257,0.14277286711148918,0.46499244309961796,2.222172115230933
382,SingleLineInfilling/HumanEval/82/L5,HumanEval/82,L5,<=8,best_simple_length_policy,ok,True,4,4,0,0,lcal_official_bounded_repair,base,none,True,,,2eadb7c1a07bbd210fc40d31fd83012ce989b8d1faf9de05798e3744a952d4f5,1.6033655179198831,0.12165552692022175,0.5025418780278414,2.2275629228679463
383,SingleLineInfilling/HumanEval/82/L6,HumanEval/82,L6,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,062e1d3e955c72ec1559d092c3ec1b7ab89a9e6a38082803d5a5e1c4584047c1,1.5571510860463604,0.12555344600696117,0.5454438902670518,2.2281484223203734
384,SingleLineInfilling/HumanEval/83/L0,HumanEval/83,L0,9-12,best_simple_length_policy,ok,False,11,13,2,2,lcal_official_bounded_repair,strong_correction,strong_base_len,True,UnitTestFailure,failed: ,c6ea0050db35252ef316acf9d4750b4caada65b48633d0feda3124ef5abe63ad,1.5832418970530853,0.13918619195464998,0.4268324200529605,2.1492605090606958
385,SingleLineInfilling/HumanEval/83/L1,HumanEval/83,L1,13-16,best_simple_length_policy,ok,False,16,5,-11,11,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: ,87763d0087886e64cb2dfa6ebfbf17dd191f9b3dcf525e78f1215ac7c0edc026,1.468009960022755,0.13572518504224718,0.5238772080047056,2.1276123530697078
386,SingleLineInfilling/HumanEval/85/L0,HumanEval/85,L0,25+,best_simple_length_policy,ok,False,29,9,-20,20,lcal_official_bounded_repair,official_bounded_repair,none,True,UnitTestFailure,failed: ,6eea4234c266c17496a270275d127ba5647b2bf8ae748fe725ba134afe2c30fe,1.5034308260073885,0.1426143670687452,0.4532819997984916,2.0993271928746253
387,SingleLineInfilling/HumanEval/86/L0,HumanEval/86,L0,17-24,best_simple_length_policy,ok,False,20,16,-4,4,lcal_official_bounded_repair,official_long_suspicion,none,True,UnitTestFailure,"failed: sequence item 0: expected str instance, list found",91c59ddbd6c54ced53b5d1928364cb5cbc123eae28fb91d1a083b6c18286d054,1.853253514971584,0.1291994791245088,0.5849192580208182,2.567372252116911
388,SingleLineInfilling/HumanEval/87/L0,HumanEval/87,L0,25+,best_simple_length_policy,ok,False,32,4,-28,28,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: ,819479fc4dd87f67849fffecd008b0f25ec220a644b048ed4a7d666e0bb2fbd0,2.299883923958987,0.12267024908214808,0.5124597006943077,2.9350138737354428
389,SingleLineInfilling/HumanEval/87/L1,HumanEval/87,L1,25+,best_simple_length_policy,ok,False,25,8,-17,17,lcal_official_bounded_repair,official_bounded_repair,none,True,UnitTestFailure,failed: ,7cdd4d2cd5a53aac9fae693454e1294ce1416ca8103da15d2caaa4bb7361f4f4,2.3412991580553353,0.1360035529360175,0.44473480083979666,2.9220375118311495
390,SingleLineInfilling/HumanEval/88/L0,HumanEval/88,L0,25+,best_simple_length_policy,ok,False,33,3,-30,30,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: Error,7861f6c94337a5845de16d97b9a151dedccfce38dba9a2d02f742eb9330bd288,1.885022442904301,0.15350037114694715,0.4880308412248269,2.526553655276075
391,SingleLineInfilling/HumanEval/89/L0,HumanEval/89,L0,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,5fc52636ae4a4e36f8e097e50b32867753735501bec3d9064ce1ea867fe84bdd,1.8312246679561213,0.13580194988753647,0.5639802700607106,2.5310068879043683
392,SingleLineInfilling/HumanEval/89/L1,HumanEval/89,L1,<=8,best_simple_length_policy,ok,True,4,4,0,0,lcal_official_bounded_repair,base,none,True,,,0ccd01103ff334d6a86525b7619a534eb039d9dd0558e03a7faa580afa6c534e,1.8381585669703782,0.15255481493659317,0.523719328106381,2.5144327100133523
393,SingleLineInfilling/HumanEval/89/L2,HumanEval/89,L2,<=8,best_simple_length_policy,ok,True,6,6,0,0,lcal_official_bounded_repair,base,none,True,,,0ccd01103ff334d6a86525b7619a534eb039d9dd0558e03a7faa580afa6c534e,1.841013693017885,0.12334662105422467,0.5601110220886767,2.5244713361607864
394,SingleLineInfilling/HumanEval/89/L3,HumanEval/89,L3,<=8,best_simple_length_policy,ok,True,6,4,-2,2,lcal_official_bounded_repair,base,none,True,,,e486cc6a4f7518663fca62637dd864c54754549b94c646d31a8d293d2f71141d,1.831782098975964,0.14697939588222653,0.4989581845002249,2.4777196793584153
395,SingleLineInfilling/HumanEval/89/L4,HumanEval/89,L4,17-24,best_simple_length_policy,ok,False,18,10,-8,8,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: string index out of range,db6467b49c8bf2d4ff92450fe9b14fa347dd07bef6beafef00088020c52719b1,1.8614087710157037,0.14680277707520872,0.5155268115922809,2.5237383596831933
396,SingleLineInfilling/HumanEval/89/L5,HumanEval/89,L5,<=8,best_simple_length_policy,ok,True,3,3,0,0,lcal_official_bounded_repair,base,none,True,,,0ccd01103ff334d6a86525b7619a534eb039d9dd0558e03a7faa580afa6c534e,1.820096333976835,0.14871060906443745,0.48658701474778354,2.455393957789056
397,SingleLineInfilling/HumanEval/89/L6,HumanEval/89,L6,<=8,best_simple_length_policy,ok,True,5,5,0,0,lcal_official_bounded_repair,base,none,True,,,0ccd01103ff334d6a86525b7619a534eb039d9dd0558e03a7faa580afa6c534e,1.8255150889744982,0.15676090400665998,0.5341831687837839,2.516459161764942
398,SingleLineInfilling/HumanEval/89/L7,HumanEval/89,L7,<=8,best_simple_length_policy,ok,True,4,3,-1,1,lcal_official_bounded_repair,base,none,True,,,035572d7ebeea78546c04df4a51c1bb53fa67c468424abcb806ede7f825a8d02,1.8466214099898934,0.12588155397679657,0.4886286058463156,2.4611315698130056
399,SingleLineInfilling/HumanEval/90/L0,HumanEval/90,L0,<=8,best_simple_length_policy,ok,True,7,7,0,0,lcal_official_bounded_repair,official_bounded_repair,none,True,,,75fcc0eab87e7521f03ffbbb233c1b9900335a902b3acc64b1ed4eefad343661,1.83290673897136,0.14250781096052378,0.5070144750643522,2.482429024996236
400,SingleLineInfilling/HumanEval/90/L1,HumanEval/90,L1,13-16,best_simple_length_policy,ok,False,15,6,-9,9,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: list index out of range,d6b2df4ae0dcd5be54b846159de1fc5d6bbcbc5cd4890a0250e9cedfcda106f7,1.81910981296096,0.1243613651022315,0.6802680364344269,2.6237392144976184
401,SingleLineInfilling/HumanEval/92/L1,HumanEval/92,L1,13-16,best_simple_length_policy,ok,True,16,19,3,3,lcal_official_bounded_repair,official_long_suspicion,none,True,,,10970408115c938b823704cc0913583674b8fe9d1d251a7f3391782561f1e4b2,1.8727771680569276,0.12358867994043976,0.6402002114336938,2.636566059431061
402,SingleLineInfilling/HumanEval/92/L2,HumanEval/92,L2,17-24,best_simple_length_policy,ok,False,22,6,-16,16,lcal_official_bounded_repair,base,none,False,SyntaxError,"cannot assign to expression here. Maybe you meant '==' instead of '='? (<unknown>, line 22)",971f40e739031eb50aba508dcf8f3bfc7f235153d06acab6584dc7823e1a9f23,1.8541148630902171,0.00018800597172230482,0.49622818583156914,2.3505310548935086
403,SingleLineInfilling/HumanEval/92/L3,HumanEval/92,L3,<=8,best_simple_length_policy,ok,True,4,14,10,10,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,ad9dd959a9bcdf65d8a3be0c8d9bd12ffb71be7d42afd0a59cf9d84b700c8ee4,1.9037754650926217,0.13438954309094697,0.43957437307108194,2.4777393812546507
404,SingleLineInfilling/HumanEval/92/L4,HumanEval/92,L4,<=8,best_simple_length_policy,ok,True,4,14,10,10,lcal_official_bounded_repair,strong_correction,strong_base_len,True,,,ad9dd959a9bcdf65d8a3be0c8d9bd12ffb71be7d42afd0a59cf9d84b700c8ee4,1.9331456560175866,0.13768208399415016,0.4423447693698108,2.5131725093815476
405,SingleLineInfilling/HumanEval/92/L5,HumanEval/92,L5,<=8,best_simple_length_policy,ok,True,4,7,3,3,lcal_official_bounded_repair,base,none,True,,,4fc039d63c6600d04d8da5376bf86171f9e2ca337ba1ba02eb2943bcebc3e800,1.846282344078645,0.15285782795399427,0.4810649431310594,2.480205115163699
406,SingleLineInfilling/HumanEval/93/L0,HumanEval/93,L0,9-12,best_simple_length_policy,ok,False,10,7,-3,3,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: This prints if this assert fails 2 (good for debugging!),3e730e0cca6b2af2c1ee9e94a4cd52348f925310b1419b61e6b07a88f4bdae95,1.8665642279665917,0.13800406397785991,0.4968556108651683,2.50142390280962
407,SingleLineInfilling/HumanEval/93/L1,HumanEval/93,L1,17-24,best_simple_length_policy,ok,False,21,5,-16,16,lcal_official_bounded_repair,base,none,True,UnitTestFailure,failed: 'e',ed7cc3c22b8f83998de38fc6705ce76c353d6b171615c34234b5711fb218decb,1.8416504430351779,0.13960039312951267,0.4865782562410459,2.4678290924057364
