task_id,task_group,case_pool,historical_error_type,oracle_length,oracle_sufficient_length,c_passed,c_compile_passed,c_error_type,c_hash,c_stop_reason,c_early_commit_triggered,c_actual_forward_steps,c_effective_update_steps,e_passed,e_compile_passed,e_error_type,e_hash,e_hash_changed_vs_c,e_correctness_changed_vs_c,e_compile_status_changed_vs_c,e_error_type_changed_vs_c,e_actual_forward_steps,e_effective_update_steps,f_passed,f_compile_passed,f_error_type,f_hash,f_hash_changed_vs_c,f_correctness_changed_vs_c,f_compile_status_changed_vs_c,f_error_type_changed_vs_c,f_actual_forward_steps,f_effective_update_steps,g_passed,g_compile_passed,g_error_type,g_hash,g_hash_changed_vs_c,g_correctness_changed_vs_c,g_compile_status_changed_vs_c,g_error_type_changed_vs_c,g_actual_forward_steps,g_effective_update_steps,unique_candidate_hash_count_c_efg,any_efg_passed,any_refinement_incremental_over_c,incremental_correct_actions_over_c,passing_actions,hash_changed_actions_vs_c,correctness_changed_actions_vs_c,compile_changed_actions_vs_c,error_type_changed_actions_vs_c
SingleLineInfilling/HumanEval/69/L0,HumanEval/69,missed_failed_long,UnitTestFailure,18,18,True,True,,8663f528b225d0f950252da0290423630a814b089317e0507b8d5c3dc3247562,global_gap_early_commit,True,42,13,True,True,,8663f528b225d0f950252da0290423630a814b089317e0507b8d5c3dc3247562,False,False,False,False,64,18,True,True,,8663f528b225d0f950252da0290423630a814b089317e0507b8d5c3dc3247562,False,False,False,False,58,2,True,True,,8663f528b225d0f950252da0290423630a814b089317e0507b8d5c3dc3247562,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/71/L0,HumanEval/71,missed_failed_long,UnitTestFailure,21,21,True,True,,f00aa9b3bec38f914a86fe47e5ba9fb4ca4706eb4dc79b42bd3322c65ef90111,global_gap_early_commit,True,55,19,True,True,,f00aa9b3bec38f914a86fe47e5ba9fb4ca4706eb4dc79b42bd3322c65ef90111,False,False,False,False,64,21,True,True,,f00aa9b3bec38f914a86fe47e5ba9fb4ca4706eb4dc79b42bd3322c65ef90111,False,False,False,False,71,3,True,True,,f00aa9b3bec38f914a86fe47e5ba9fb4ca4706eb4dc79b42bd3322c65ef90111,False,False,False,False,79,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/71/L3,HumanEval/71,missed_failed_long,UnitTestFailure,29,29,True,True,,f2483489d3fa92c2f800d8873d57d9b9189ecc1a2e12b7f8898a76aea7438958,global_gap_early_commit,True,42,20,True,True,,f2483489d3fa92c2f800d8873d57d9b9189ecc1a2e12b7f8898a76aea7438958,False,False,False,False,64,29,True,True,,f2483489d3fa92c2f800d8873d57d9b9189ecc1a2e12b7f8898a76aea7438958,False,False,False,False,58,3,True,True,,f2483489d3fa92c2f800d8873d57d9b9189ecc1a2e12b7f8898a76aea7438958,False,False,False,False,66,6,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/78/L0,HumanEval/78,missed_failed_long,UnitTestFailure,22,22,True,True,,56d26cab49e5e414f2cd162c0b7e704714d8c63e294311278d66b383c1215a2b,global_gap_early_commit,True,41,15,True,True,,56d26cab49e5e414f2cd162c0b7e704714d8c63e294311278d66b383c1215a2b,False,False,False,False,64,22,True,True,,56d26cab49e5e414f2cd162c0b7e704714d8c63e294311278d66b383c1215a2b,False,False,False,False,57,3,True,True,,56d26cab49e5e414f2cd162c0b7e704714d8c63e294311278d66b383c1215a2b,False,False,False,False,65,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/80/L5,HumanEval/80,missed_failed_long,UnitTestFailure,34,34,True,True,,faa71988d2a8e1d874d463ff7e102cfe1fcad4ec7d449159652f6e9ee649ec5b,global_gap_early_commit,True,44,24,True,True,,faa71988d2a8e1d874d463ff7e102cfe1fcad4ec7d449159652f6e9ee649ec5b,False,False,False,False,64,34,True,True,,faa71988d2a8e1d874d463ff7e102cfe1fcad4ec7d449159652f6e9ee649ec5b,False,False,False,False,60,4,True,True,,faa71988d2a8e1d874d463ff7e102cfe1fcad4ec7d449159652f6e9ee649ec5b,False,False,False,False,68,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/87/L0,HumanEval/87,missed_failed_long,UnitTestFailure,35,35,False,False,SyntaxError,81bb91f272012af397c8184529bc0fa9acafe9e1592218a72490ee36dd5d762f,global_gap_early_commit,True,41,23,False,True,UnitTestFailure,b558361549cd7f8e81e104446b3767399a198111fda76fdb195e177ce2e1fb39,True,False,True,True,64,35,False,False,SyntaxError,81bb91f272012af397c8184529bc0fa9acafe9e1592218a72490ee36dd5d762f,False,False,False,False,57,4,False,False,SyntaxError,81bb91f272012af397c8184529bc0fa9acafe9e1592218a72490ee36dd5d762f,False,False,False,False,65,7,2,False,False,,,E_oracle_sufficient_no_early_commit,,E_oracle_sufficient_no_early_commit,E_oracle_sufficient_no_early_commit
SingleLineInfilling/HumanEval/89/L4,HumanEval/89,missed_failed_long,UnitTestFailure,19,19,False,True,UnitTestFailure,1b7cb71401bf4f6118df2554a9eccfdd02e42ebea82815de5ce9d3e641cf8936,global_gap_early_commit,True,41,13,True,True,,23b6c3be032fb0b033b5695db7e4e5436eef8f1b88146cc0f10d1c3a8bb7cc62,True,True,False,True,64,19,True,True,,23b6c3be032fb0b033b5695db7e4e5436eef8f1b88146cc0f10d1c3a8bb7cc62,True,True,False,True,57,2,False,True,UnitTestFailure,1b7cb71401bf4f6118df2554a9eccfdd02e42ebea82815de5ce9d3e641cf8936,False,False,False,False,65,4,2,True,True,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,,E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask
SingleLineInfilling/HumanEval/90/L1,HumanEval/90,missed_failed_long,UnitTestFailure,17,17,False,True,UnitTestFailure,041676cc433c14c5ffb038176476ab7732f0f7bca4ecf1168a9e5d9603497c19,no_remaining_masks,False,64,17,False,True,UnitTestFailure,041676cc433c14c5ffb038176476ab7732f0f7bca4ecf1168a9e5d9603497c19,False,False,False,False,64,17,False,True,UnitTestFailure,041676cc433c14c5ffb038176476ab7732f0f7bca4ecf1168a9e5d9603497c19,False,False,False,False,80,2,False,True,UnitTestFailure,041676cc433c14c5ffb038176476ab7732f0f7bca4ecf1168a9e5d9603497c19,False,False,False,False,88,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/91/L1,HumanEval/91,missed_failed_long,UnitTestFailure,17,17,False,True,UnitTestFailure,57356489b461490dff35707edd1d8d8a43b63a188eb11e85b6eee7e8501a2d31,no_remaining_masks,False,64,17,False,True,UnitTestFailure,57356489b461490dff35707edd1d8d8a43b63a188eb11e85b6eee7e8501a2d31,False,False,False,False,64,17,False,True,UnitTestFailure,57356489b461490dff35707edd1d8d8a43b63a188eb11e85b6eee7e8501a2d31,False,False,False,False,80,2,False,True,UnitTestFailure,57356489b461490dff35707edd1d8d8a43b63a188eb11e85b6eee7e8501a2d31,False,False,False,False,88,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/92/L1,HumanEval/92,missed_failed_long,SyntaxError,17,17,False,True,UnitTestFailure,f7fc61ab52cb3758d143e466a6691ee7db07222d35a06a5302f954b2197577da,global_gap_early_commit,True,56,16,False,True,UnitTestFailure,f7fc61ab52cb3758d143e466a6691ee7db07222d35a06a5302f954b2197577da,False,False,False,False,64,17,False,True,UnitTestFailure,f7fc61ab52cb3758d143e466a6691ee7db07222d35a06a5302f954b2197577da,False,False,False,False,72,2,False,True,UnitTestFailure,f7fc61ab52cb3758d143e466a6691ee7db07222d35a06a5302f954b2197577da,False,False,False,False,80,4,1,False,False,,,,,,
SingleLineInfilling/HumanEval/92/L2,HumanEval/92,missed_failed_long,UnitTestFailure,23,23,True,True,,544f2c7e14d05ab40b40dbc7233f0dc35cea9b26a8206cbffab3adf619a6eab5,global_gap_early_commit,True,42,16,True,True,,544f2c7e14d05ab40b40dbc7233f0dc35cea9b26a8206cbffab3adf619a6eab5,False,False,False,False,64,23,True,True,,544f2c7e14d05ab40b40dbc7233f0dc35cea9b26a8206cbffab3adf619a6eab5,False,False,False,False,58,3,True,True,,544f2c7e14d05ab40b40dbc7233f0dc35cea9b26a8206cbffab3adf619a6eab5,False,False,False,False,66,5,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/93/L1,HumanEval/93,missed_failed_long,UnitTestFailure,24,24,False,True,UnitTestFailure,275b355b4f6f34e3040663ea80e0f992bb5901e56f2e3c31da5aa18cf8db7362,global_gap_early_commit,True,48,19,False,True,UnitTestFailure,275b355b4f6f34e3040663ea80e0f992bb5901e56f2e3c31da5aa18cf8db7362,False,False,False,False,64,24,False,True,UnitTestFailure,275b355b4f6f34e3040663ea80e0f992bb5901e56f2e3c31da5aa18cf8db7362,False,False,False,False,64,3,False,True,UnitTestFailure,275b355b4f6f34e3040663ea80e0f992bb5901e56f2e3c31da5aa18cf8db7362,False,False,False,False,72,5,1,False,False,,,,,,
SingleLineInfilling/HumanEval/93/L3,HumanEval/93,missed_failed_long,SyntaxError,24,24,False,False,SyntaxError,f70b76cf95bc7f3b9143bc8eba8d587f54c9a6485131357caad594dda5d85b66,global_gap_early_commit,True,48,19,False,False,SyntaxError,f70b76cf95bc7f3b9143bc8eba8d587f54c9a6485131357caad594dda5d85b66,False,False,False,False,64,24,False,False,SyntaxError,f70b76cf95bc7f3b9143bc8eba8d587f54c9a6485131357caad594dda5d85b66,False,False,False,False,64,3,False,False,SyntaxError,f70b76cf95bc7f3b9143bc8eba8d587f54c9a6485131357caad594dda5d85b66,False,False,False,False,72,5,1,False,False,,,,,,
SingleLineInfilling/HumanEval/94/L9,HumanEval/94,missed_failed_long,UnitTestFailure,18,18,True,True,,a45f9ca69b8a8b0fe8165ca7d4d7f2159965604b02ae3598979b1368071e6a57,global_gap_early_commit,True,42,13,True,True,,a45f9ca69b8a8b0fe8165ca7d4d7f2159965604b02ae3598979b1368071e6a57,False,False,False,False,64,18,True,True,,a45f9ca69b8a8b0fe8165ca7d4d7f2159965604b02ae3598979b1368071e6a57,False,False,False,False,58,2,True,True,,a45f9ca69b8a8b0fe8165ca7d4d7f2159965604b02ae3598979b1368071e6a57,False,False,False,False,66,4,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/95/L16,HumanEval/95,missed_failed_long,UnitTestFailure,29,29,False,True,UnitTestFailure,fe5e7f6ad2483cf2c0f1d3ce775feeda482e1c57e132dac4f923b5c0100a0962,global_gap_early_commit,True,42,20,False,True,UnitTestFailure,fe5e7f6ad2483cf2c0f1d3ce775feeda482e1c57e132dac4f923b5c0100a0962,False,False,False,False,64,29,False,True,UnitTestFailure,fe5e7f6ad2483cf2c0f1d3ce775feeda482e1c57e132dac4f923b5c0100a0962,False,False,False,False,58,3,False,True,UnitTestFailure,fe5e7f6ad2483cf2c0f1d3ce775feeda482e1c57e132dac4f923b5c0100a0962,False,False,False,False,66,6,1,False,False,,,,,,
SingleLineInfilling/HumanEval/116/L0,HumanEval/116,positive_control_rescued,SyntaxError,21,32,True,True,,94d3d9067fb51db3a18f5893eac2fc25f3ae0f54999c46939685b31c7cbe403c,global_gap_early_commit,True,60,31,True,True,,94d3d9067fb51db3a18f5893eac2fc25f3ae0f54999c46939685b31c7cbe403c,False,False,False,False,64,32,True,True,,94d3d9067fb51db3a18f5893eac2fc25f3ae0f54999c46939685b31c7cbe403c,False,False,False,False,76,4,True,True,,94d3d9067fb51db3a18f5893eac2fc25f3ae0f54999c46939685b31c7cbe403c,False,False,False,False,84,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/66/L1,HumanEval/66,positive_control_rescued,SyntaxError,21,32,True,True,,b9dec5d4576ac37a7a609d4d0b61672375a63884088d2850ab3cc8dd2148d59e,no_remaining_masks,False,64,32,True,True,,b9dec5d4576ac37a7a609d4d0b61672375a63884088d2850ab3cc8dd2148d59e,False,False,False,False,64,32,True,True,,b9dec5d4576ac37a7a609d4d0b61672375a63884088d2850ab3cc8dd2148d59e,False,False,False,False,80,4,True,True,,b9dec5d4576ac37a7a609d4d0b61672375a63884088d2850ab3cc8dd2148d59e,False,False,False,False,88,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/16/L0,HumanEval/16,positive_control_rescued,UnitTestFailure,8,32,True,True,,2251b1295109f91ad3783f7e824f5448d622413ca3195a4bab940ffb8aa7980c,global_gap_early_commit,True,63,32,True,True,,2251b1295109f91ad3783f7e824f5448d622413ca3195a4bab940ffb8aa7980c,False,False,False,False,64,32,True,True,,2251b1295109f91ad3783f7e824f5448d622413ca3195a4bab940ffb8aa7980c,False,False,False,False,79,4,True,True,,2251b1295109f91ad3783f7e824f5448d622413ca3195a4bab940ffb8aa7980c,False,False,False,False,87,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/34/L0,HumanEval/34,positive_control_rescued,SyntaxError,8,32,True,True,,9a83c43b7272a01618ae3302a2a842dffa932665a0951c43e0e66b6ed0af03bf,global_gap_early_commit,True,59,30,True,True,,9a83c43b7272a01618ae3302a2a842dffa932665a0951c43e0e66b6ed0af03bf,False,False,False,False,64,32,True,True,,9a83c43b7272a01618ae3302a2a842dffa932665a0951c43e0e66b6ed0af03bf,False,False,False,False,75,4,False,True,UnitTestFailure,4d54e59759aae4647e3e25fe1d67745dfe6e4a723bf1a7d8118e256fe14c2686,True,True,False,True,83,7,2,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask,G_oracle_sufficient_trace_span_remask,G_oracle_sufficient_trace_span_remask,,G_oracle_sufficient_trace_span_remask
SingleLineInfilling/HumanEval/60/L0,HumanEval/60,positive_control_rescued,SyntaxError,10,32,True,True,,eb030123edfdd2dc6d99417e6d21148e2c2be9ed82de8ff6c39316bc68ecbb1a,global_gap_early_commit,True,48,25,True,True,,eb030123edfdd2dc6d99417e6d21148e2c2be9ed82de8ff6c39316bc68ecbb1a,False,False,False,False,64,32,True,True,,eb030123edfdd2dc6d99417e6d21148e2c2be9ed82de8ff6c39316bc68ecbb1a,False,False,False,False,64,4,True,True,,eb030123edfdd2dc6d99417e6d21148e2c2be9ed82de8ff6c39316bc68ecbb1a,False,False,False,False,72,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
SingleLineInfilling/HumanEval/67/L4,HumanEval/67,positive_control_rescued,UnitTestFailure,9,32,True,True,,06923962dbf211375ad40c4de4b5aba4ad358dd137624549b735f8a4d9baabb8,global_gap_early_commit,True,56,29,True,True,,06923962dbf211375ad40c4de4b5aba4ad358dd137624549b735f8a4d9baabb8,False,False,False,False,64,32,True,True,,06923962dbf211375ad40c4de4b5aba4ad358dd137624549b735f8a4d9baabb8,False,False,False,False,72,4,True,True,,06923962dbf211375ad40c4de4b5aba4ad358dd137624549b735f8a4d9baabb8,False,False,False,False,80,7,1,True,False,,C_oracle_sufficient;E_oracle_sufficient_no_early_commit;F_oracle_sufficient_trace_remask;G_oracle_sufficient_trace_span_remask,,,,
