manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
2787,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L0_L9,L0_L9,3363,HumanEval/109,1266,255,37,318,84,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",84,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3363:MultiLineInfilling/HumanEval/109/L0_L9,all_official_rows_except_frozen_controller_test_groups
2788,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L0_L10,L0_L10,3364,HumanEval/109,1266,276,16,318,88,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",88,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3364:MultiLineInfilling/HumanEval/109/L0_L10,all_official_rows_except_frozen_controller_test_groups
2789,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L0_L11,L0_L11,3365,HumanEval/109,1266,292,0,318,92,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",92,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3365:MultiLineInfilling/HumanEval/109/L0_L11,all_official_rows_except_frozen_controller_test_groups
2790,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L1,L1_L1,3366,HumanEval/109,1285,18,254,325,4,80,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3366:MultiLineInfilling/HumanEval/109/L1_L1,all_official_rows_except_frozen_controller_test_groups
2791,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L2,L1_L2,3367,HumanEval/109,1285,47,225,325,12,72,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",12,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3367:MultiLineInfilling/HumanEval/109/L1_L2,all_official_rows_except_frozen_controller_test_groups
2792,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L3,L1_L3,3368,HumanEval/109,1285,61,211,325,17,67,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3368:MultiLineInfilling/HumanEval/109/L1_L3,all_official_rows_except_frozen_controller_test_groups
2793,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L5,L1_L5,3369,HumanEval/109,1285,89,183,325,27,57,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",27,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3369:MultiLineInfilling/HumanEval/109/L1_L5,all_official_rows_except_frozen_controller_test_groups
2794,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L6,L1_L6,3370,HumanEval/109,1285,124,148,325,37,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3370:MultiLineInfilling/HumanEval/109/L1_L6,all_official_rows_except_frozen_controller_test_groups
2795,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L7,L1_L7,3371,HumanEval/109,1285,168,104,325,55,29,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",55,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3371:MultiLineInfilling/HumanEval/109/L1_L7,all_official_rows_except_frozen_controller_test_groups
2796,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L8,L1_L8,3372,HumanEval/109,1285,198,74,325,64,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",64,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3372:MultiLineInfilling/HumanEval/109/L1_L8,all_official_rows_except_frozen_controller_test_groups
2797,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L9,L1_L9,3373,HumanEval/109,1285,235,37,325,76,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",76,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3373:MultiLineInfilling/HumanEval/109/L1_L9,all_official_rows_except_frozen_controller_test_groups
2798,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L10,L1_L10,3374,HumanEval/109,1285,256,16,325,80,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",80,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3374:MultiLineInfilling/HumanEval/109/L1_L10,all_official_rows_except_frozen_controller_test_groups
2799,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L1_L11,L1_L11,3375,HumanEval/109,1285,272,0,325,84,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",84,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3375:MultiLineInfilling/HumanEval/109/L1_L11,all_official_rows_except_frozen_controller_test_groups
2800,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L2,L2_L2,3376,HumanEval/109,1303,29,225,329,8,72,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3376:MultiLineInfilling/HumanEval/109/L2_L2,all_official_rows_except_frozen_controller_test_groups
2801,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L3,L2_L3,3377,HumanEval/109,1303,43,211,329,13,67,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3377:MultiLineInfilling/HumanEval/109/L2_L3,all_official_rows_except_frozen_controller_test_groups
2802,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L5,L2_L5,3378,HumanEval/109,1303,71,183,329,23,57,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",23,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3378:MultiLineInfilling/HumanEval/109/L2_L5,all_official_rows_except_frozen_controller_test_groups
2803,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L6,L2_L6,3379,HumanEval/109,1303,106,148,329,33,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",33,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3379:MultiLineInfilling/HumanEval/109/L2_L6,all_official_rows_except_frozen_controller_test_groups
2804,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L7,L2_L7,3380,HumanEval/109,1303,150,104,329,51,29,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",51,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3380:MultiLineInfilling/HumanEval/109/L2_L7,all_official_rows_except_frozen_controller_test_groups
2805,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L8,L2_L8,3381,HumanEval/109,1303,180,74,329,60,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",60,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3381:MultiLineInfilling/HumanEval/109/L2_L8,all_official_rows_except_frozen_controller_test_groups
2806,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L9,L2_L9,3382,HumanEval/109,1303,217,37,329,72,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",72,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3382:MultiLineInfilling/HumanEval/109/L2_L9,all_official_rows_except_frozen_controller_test_groups
2807,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L10,L2_L10,3383,HumanEval/109,1303,238,16,329,76,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",76,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3383:MultiLineInfilling/HumanEval/109/L2_L10,all_official_rows_except_frozen_controller_test_groups
2808,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L2_L11,L2_L11,3384,HumanEval/109,1303,254,0,329,80,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",80,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3384:MultiLineInfilling/HumanEval/109/L2_L11,all_official_rows_except_frozen_controller_test_groups
2809,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L3,L3_L3,3385,HumanEval/109,1332,14,211,337,5,67,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",5,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3385:MultiLineInfilling/HumanEval/109/L3_L3,all_official_rows_except_frozen_controller_test_groups
2810,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L5,L3_L5,3386,HumanEval/109,1332,42,183,337,15,57,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",15,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3386:MultiLineInfilling/HumanEval/109/L3_L5,all_official_rows_except_frozen_controller_test_groups
2811,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L6,L3_L6,3387,HumanEval/109,1332,77,148,337,25,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3387:MultiLineInfilling/HumanEval/109/L3_L6,all_official_rows_except_frozen_controller_test_groups
2812,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L7,L3_L7,3388,HumanEval/109,1332,121,104,337,43,29,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3388:MultiLineInfilling/HumanEval/109/L3_L7,all_official_rows_except_frozen_controller_test_groups
2813,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L8,L3_L8,3389,HumanEval/109,1332,151,74,337,52,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3389:MultiLineInfilling/HumanEval/109/L3_L8,all_official_rows_except_frozen_controller_test_groups
2814,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L9,L3_L9,3390,HumanEval/109,1332,188,37,337,64,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",64,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3390:MultiLineInfilling/HumanEval/109/L3_L9,all_official_rows_except_frozen_controller_test_groups
2815,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L10,L3_L10,3391,HumanEval/109,1332,209,16,337,68,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",68,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3391:MultiLineInfilling/HumanEval/109/L3_L10,all_official_rows_except_frozen_controller_test_groups
2816,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L3_L11,L3_L11,3392,HumanEval/109,1332,225,0,337,72,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",72,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3392:MultiLineInfilling/HumanEval/109/L3_L11,all_official_rows_except_frozen_controller_test_groups
2817,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L5,L5_L5,3393,HumanEval/109,1351,23,183,344,8,57,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3393:MultiLineInfilling/HumanEval/109/L5_L5,all_official_rows_except_frozen_controller_test_groups
2818,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L6,L5_L6,3394,HumanEval/109,1351,58,148,344,18,47,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3394:MultiLineInfilling/HumanEval/109/L5_L6,all_official_rows_except_frozen_controller_test_groups
2819,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L7,L5_L7,3395,HumanEval/109,1351,102,104,344,36,29,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",36,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3395:MultiLineInfilling/HumanEval/109/L5_L7,all_official_rows_except_frozen_controller_test_groups
2820,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L8,L5_L8,3396,HumanEval/109,1351,132,74,344,45,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",45,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3396:MultiLineInfilling/HumanEval/109/L5_L8,all_official_rows_except_frozen_controller_test_groups
2821,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L9,L5_L9,3397,HumanEval/109,1351,169,37,344,57,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",57,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3397:MultiLineInfilling/HumanEval/109/L5_L9,all_official_rows_except_frozen_controller_test_groups
2822,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L10,L5_L10,3398,HumanEval/109,1351,190,16,344,61,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",61,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3398:MultiLineInfilling/HumanEval/109/L5_L10,all_official_rows_except_frozen_controller_test_groups
2823,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L5_L11,L5_L11,3399,HumanEval/109,1351,206,0,344,65,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",65,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3399:MultiLineInfilling/HumanEval/109/L5_L11,all_official_rows_except_frozen_controller_test_groups
2824,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L6,L6_L6,3400,HumanEval/109,1374,35,148,352,10,47,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3400:MultiLineInfilling/HumanEval/109/L6_L6,all_official_rows_except_frozen_controller_test_groups
2825,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L7,L6_L7,3401,HumanEval/109,1374,79,104,352,28,29,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3401:MultiLineInfilling/HumanEval/109/L6_L7,all_official_rows_except_frozen_controller_test_groups
2826,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L8,L6_L8,3402,HumanEval/109,1374,109,74,352,37,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3402:MultiLineInfilling/HumanEval/109/L6_L8,all_official_rows_except_frozen_controller_test_groups
2827,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L9,L6_L9,3403,HumanEval/109,1374,146,37,352,49,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",49,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3403:MultiLineInfilling/HumanEval/109/L6_L9,all_official_rows_except_frozen_controller_test_groups
2828,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L10,L6_L10,3404,HumanEval/109,1374,167,16,352,53,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",53,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3404:MultiLineInfilling/HumanEval/109/L6_L10,all_official_rows_except_frozen_controller_test_groups
2829,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L6_L11,L6_L11,3405,HumanEval/109,1374,183,0,352,57,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",57,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3405:MultiLineInfilling/HumanEval/109/L6_L11,all_official_rows_except_frozen_controller_test_groups
2830,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L7_L7,L7_L7,3406,HumanEval/109,1409,44,104,362,18,29,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3406:MultiLineInfilling/HumanEval/109/L7_L7,all_official_rows_except_frozen_controller_test_groups
2831,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L7_L8,L7_L8,3407,HumanEval/109,1409,74,74,362,27,20,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",27,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3407:MultiLineInfilling/HumanEval/109/L7_L8,all_official_rows_except_frozen_controller_test_groups
2832,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L7_L9,L7_L9,3408,HumanEval/109,1409,111,37,362,39,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",39,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3408:MultiLineInfilling/HumanEval/109/L7_L9,all_official_rows_except_frozen_controller_test_groups
2833,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L7_L10,L7_L10,3409,HumanEval/109,1409,132,16,362,43,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3409:MultiLineInfilling/HumanEval/109/L7_L10,all_official_rows_except_frozen_controller_test_groups
2834,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L7_L11,L7_L11,3410,HumanEval/109,1409,148,0,362,47,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3410:MultiLineInfilling/HumanEval/109/L7_L11,all_official_rows_except_frozen_controller_test_groups
2835,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L8_L8,L8_L8,3411,HumanEval/109,1453,30,74,380,9,20,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",9,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3411:MultiLineInfilling/HumanEval/109/L8_L8,all_official_rows_except_frozen_controller_test_groups
2836,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L8_L9,L8_L9,3412,HumanEval/109,1453,67,37,380,21,8,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3412:MultiLineInfilling/HumanEval/109/L8_L9,all_official_rows_except_frozen_controller_test_groups
2837,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L8_L10,L8_L10,3413,HumanEval/109,1453,88,16,380,25,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3413:MultiLineInfilling/HumanEval/109/L8_L10,all_official_rows_except_frozen_controller_test_groups
2838,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L8_L11,L8_L11,3414,HumanEval/109,1453,104,0,380,29,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",29,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3414:MultiLineInfilling/HumanEval/109/L8_L11,all_official_rows_except_frozen_controller_test_groups
2839,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L9_L9,L9_L9,3415,HumanEval/109,1483,37,37,389,12,8,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",12,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3415:MultiLineInfilling/HumanEval/109/L9_L9,all_official_rows_except_frozen_controller_test_groups
2840,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L9_L10,L9_L10,3416,HumanEval/109,1483,58,16,389,16,4,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",16,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3416:MultiLineInfilling/HumanEval/109/L9_L10,all_official_rows_except_frozen_controller_test_groups
2841,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L9_L11,L9_L11,3417,HumanEval/109,1483,74,0,389,20,0,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",20,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3417:MultiLineInfilling/HumanEval/109/L9_L11,all_official_rows_except_frozen_controller_test_groups
2842,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L10_L10,L10_L10,3418,HumanEval/109,1520,21,16,401,4,4,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3418:MultiLineInfilling/HumanEval/109/L10_L10,all_official_rows_except_frozen_controller_test_groups
2843,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L10_L11,L10_L11,3419,HumanEval/109,1520,37,0,401,8,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3419:MultiLineInfilling/HumanEval/109/L10_L11,all_official_rows_except_frozen_controller_test_groups
2844,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/109/L11_L11,L11_L11,3420,HumanEval/109,1541,16,0,405,4,0,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",4,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3420:MultiLineInfilling/HumanEval/109/L11_L11,all_official_rows_except_frozen_controller_test_groups
2845,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L0,L0_L0,3421,HumanEval/110,674,12,206,205,6,75,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3421:MultiLineInfilling/HumanEval/110/L0_L0,all_official_rows_except_frozen_controller_test_groups
2846,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L1,L0_L1,3422,HumanEval/110,674,25,193,205,12,69,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",12,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3422:MultiLineInfilling/HumanEval/110/L0_L1,all_official_rows_except_frozen_controller_test_groups
2847,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L2,L0_L2,3423,HumanEval/110,674,44,174,205,20,61,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",20,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3423:MultiLineInfilling/HumanEval/110/L0_L2,all_official_rows_except_frozen_controller_test_groups
2848,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L3,L0_L3,3424,HumanEval/110,674,65,153,205,30,51,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3424:MultiLineInfilling/HumanEval/110/L0_L3,all_official_rows_except_frozen_controller_test_groups
2849,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L4,L0_L4,3425,HumanEval/110,674,86,132,205,36,45,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",36,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3425:MultiLineInfilling/HumanEval/110/L0_L4,all_official_rows_except_frozen_controller_test_groups
2850,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L5,L0_L5,3426,HumanEval/110,674,105,113,205,44,37,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",44,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3426:MultiLineInfilling/HumanEval/110/L0_L5,all_official_rows_except_frozen_controller_test_groups
2851,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L6,L0_L6,3427,HumanEval/110,674,126,92,205,54,27,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",54,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3427:MultiLineInfilling/HumanEval/110/L0_L6,all_official_rows_except_frozen_controller_test_groups
