manifest_index,hard_tail_sample_group,first_pass_taxonomy,current_taxonomy,label_changed_from_first_pass,source_config,task_id,row_id,task_group,length_bucket,middle_len_tokens,first_pass_control_passed,first_pass_deployable_passed,first_pass_oracle_passed,current_control_passed,current_deployable_passed,current_oracle_passed,genuinely_canvas_recoverable_now,rescue_limited_or_noncanvas_now,deployable_cal_lite_help_now,deployable_cal_lite_harm_now,oracle_canvas_harm_vs_control_now,control_fixed64_selected_canvas_tokens,control_fixed64_error_type,control_fixed64_candidate_full_code_sha256,best_deployable_cal_lite_alpha006_selected_canvas_tokens,best_deployable_cal_lite_alpha006_error_type,best_deployable_cal_lite_alpha006_candidate_full_code_sha256,oracle_sufficient_canvas_selected_canvas_tokens,oracle_sufficient_canvas_error_type,oracle_sufficient_canvas_candidate_full_code_sha256
93,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/46/1,46,HumanEval/46,long,19,True,False,False,True,False,False,False,False,False,True,True,64,,ccf41829f1d99983cdde3ef2cee145b90fd53a5172f957ab7e2af0d9dd3705c0,15,UnitTestFailure,afa4404f25525c583da3ec0848d8af686782609a802a926709d78c855508d780,19,UnitTestFailure,ec1f738c25580a68c1f795011c849134b0c215c13dbec2550a677b6e0279aaac
94,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/129/1,129,HumanEval/129,extreme,111,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,c4fae36d8f752d879870c4f6f958c4cd8df0dd8026a2fc5c6f1506ea4f6538ff,9,UnitTestFailure,cb7e2a405a0bd1ba47985c7d8cb2f317c541e46c5be80f31bc7a9701f3db59ca,111,UnitTestFailure,453a4c8e18bfe3162fdb2b18b70ce3e0907d64a28ceb2fe8e7dddefef3a8dbf9
95,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/148/1,148,HumanEval/148,extreme,88,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,2a503fa0bdcbc54e0e4bba3f456132901d93906cc62f6c6da5d2ff96d49638e2,16,UnitTestFailure,c33a8a3178e3a042ee33f4f7708f721d6cb1f1bab945e857132a8226629e71c7,88,SyntaxError,2d8f9bd0df999ffbcfa81ac21f84aa75ec55611f0749522ce0f8b93f0d308534
96,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/124/1,124,HumanEval/124,extreme,85,True,False,False,True,False,False,False,False,False,True,True,64,,5058df780454cdd938c0dc060af6aadd07ecd31cc8ac2a1a16b068a4a5a9c451,20,UnitTestFailure,bfd3fe87c0b30346f6cc5d94d16e96adac621a3689747ab9777ea87392810a3f,85,SyntaxError,f41f8d4f66ae5d9f6b28d8fbfd5f303d6e82fa1d7a44d7f27bd6f7cde05a22a9
97,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/20/1,20,HumanEval/20,extreme,80,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,e429a7d220ed0bc86b9db12d9b614b6e85969549c0ac7a060542ea7e4b56737e,3,UnitTestFailure,055813c2f8a615ffab125791c1325a57bd1a3237aa0df1bb76d7a22022709893,80,SyntaxError,eb9c98d4e38fa885c275014886929ce4869001722eac844b90417aa6f436975e
98,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/105/1,105,HumanEval/105,extreme,79,True,False,True,True,False,True,False,False,False,True,False,64,,75814da448572b2c4e6bd7b2e00574175ba481285b65b9639a5e2e8024e71621,4,UnitTestFailure,9fda73e044252bd954421c6774a8634a286cfaa7d5bc1e304288376828ec6738,79,,d7ab56a64085ef874ac245ede3342e38390eff4303bb28089dcb22e8f53dc187
99,harm_risk,deployable_harm_vs_control,deployable_harm_vs_control,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/141/1,141,HumanEval/141,extreme,72,True,False,True,True,False,True,False,False,False,True,False,64,,3759e90194cbc61393f0640f29d5f344ca6aae542a8dd3013e028c302ea4f46f,16,UnitTestFailure,cb223a5cb8a2e8914d40c6872c88e5efb78e604e8ced8c07c4c3b2fc6076cd75,72,,97641271e370517173e751ecf13e943a0d38de18ffe772c3b83fe4fafb23f00a
100,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/6/1,6,HumanEval/6,extreme,70,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,5782021ba72bbcd7f5a36f6f8b9f04dcd7f384ba4db3c7832fba2ab7adb9348f,3,UnitTestFailure,5c4c3dabc9ada6c756cd3996eb11417c069d693f4fbf830188924fea6dd2ae43,70,UnitTestFailure,3fc2eceb4e95962c2f9f04514d447719345287e4504a3af296d17504ef82bbd1
101,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/132/1,132,HumanEval/132,extreme,70,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,233d2e26ce667fb4dcb9de14f1eb06526c3aac1d30e394b309b3692910aef7a7,5,UnitTestFailure,f36ff488daf3ddec0609cf7538a5710da34cd2e104c4966703e5077e05572db6,70,UnitTestFailure,e0fe09bee351ed49b28cb2c60dcaccdc2b3a98cc3cea09ac1b0d03c7670bfcc6
102,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,oracle_only_canvas_recoverable,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/119/1,119,HumanEval/119,extreme,69,False,False,True,False,False,True,True,False,False,False,False,64,UnitTestFailure,4a44fc37f50cbcacbeb2486b203ac735b7490e248d1e00e1a82a26edb7781992,11,UnitTestFailure,37b273b1a953327ccd7346ee48ebac216349d8f2abdc5b82e46906b9c504cf9e,69,,658d67983f6dbd05efabdb6fbe841bd11d633337a191967b299205d1a26a626a
103,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,rescue_limited_or_noncanvas_failure,False,HumanEval-RandomSpanInfillingLight,RandomSpanInfillingLight/HumanEval/108/1,108,HumanEval/108,extreme,65,False,False,False,False,False,False,False,True,False,False,False,64,UnitTestFailure,eed04c90e7210ec7099c75808a3c4280e1b8ec17deb7ea5b14554708d3181968,20,UnitTestFailure,fb48810dd0fbd0b64438ca0396e85882a5b5dab1d7a7289869256d9b60709c49,65,UnitTestFailure,e5ec058f43e86fcce7674c732b0cf26a6bae9ed85ff90783f87c1ed0b9abc73d
