task_id,outcome,oracle_len,oracle_bucket,base_passed,candidate_passed,base_selected_len,candidate_selected_len,base_final_source,candidate_final_source
SingleLineInfilling/HumanEval/31/L3,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/31/L4,both_pass,4,<=8,True,True,16,16,official_long_suspicion,official_long_suspicion
SingleLineInfilling/HumanEval/31/L5,both_fail,4,<=8,False,False,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/32/L0,both_fail,12,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/32/L1,both_fail,20,17-24,False,False,7,7,base,base
SingleLineInfilling/HumanEval/32/L10,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/32/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/32/L3,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/32/L4,both_fail,14,13-16,False,False,7,7,base,base
SingleLineInfilling/HumanEval/32/L5,both_pass,14,13-16,True,True,14,14,weak_correction,weak_correction
SingleLineInfilling/HumanEval/32/L6,both_fail,20,17-24,False,False,13,13,weak_correction,weak_correction
SingleLineInfilling/HumanEval/32/L7,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/32/L8,both_fail,4,<=8,False,False,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/32/L9,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/33/L0,both_pass,7,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/33/L1,both_fail,14,13-16,False,False,5,5,base,base
SingleLineInfilling/HumanEval/33/L2,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/34/L0,both_fail,8,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/35/L0,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/35/L1,both_pass,7,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/35/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/35/L3,both_pass,5,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/35/L4,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/36/L0,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/36/L1,both_fail,8,<=8,False,False,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/36/L2,both_pass,21,17-24,True,True,24,24,strong_correction,strong_correction
SingleLineInfilling/HumanEval/36/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/36/L4,both_pass,13,13-16,True,True,7,7,base,base
SingleLineInfilling/HumanEval/36/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/36/L6,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/36/L7,both_pass,10,9-12,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/36/L8,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/37/L0,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/37/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/37/L2,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/37/L3,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/37/L4,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/37/L5,both_fail,9,9-12,False,False,6,6,base,base
SingleLineInfilling/HumanEval/37/L6,both_fail,12,9-12,False,False,6,6,base,base
SingleLineInfilling/HumanEval/37/L7,both_fail,9,9-12,False,False,7,7,base,base
SingleLineInfilling/HumanEval/37/L8,both_fail,4,<=8,False,False,5,5,base,base
SingleLineInfilling/HumanEval/38/L0,both_fail,12,9-12,False,False,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/39/L0,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/39/L10,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/39/L11,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/39/L12,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/39/L13,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/39/L14,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/39/L15,both_pass,7,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/39/L2,both_pass,7,<=8,True,True,12,12,base,base
SingleLineInfilling/HumanEval/39/L3,both_fail,8,<=8,False,False,6,6,base,base
SingleLineInfilling/HumanEval/39/L4,both_pass,4,<=8,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/39/L5,both_fail,24,17-24,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/39/L6,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/39/L7,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/39/L8,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/39/L9,both_pass,10,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/4/L0,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/4/L1,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/40/L0,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/40/L1,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/40/L2,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/40/L3,both_fail,18,17-24,False,False,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/40/L4,both_pass,4,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/40/L5,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/41/L0,both_fail,6,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/42/L0,both_fail,14,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/43/L0,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/43/L1,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/43/L2,both_pass,13,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/43/L3,both_pass,4,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/43/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/44/L0,both_pass,5,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/44/L1,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/44/L2,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/44/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/44/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/45/L0,both_fail,11,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/46/L0,both_pass,16,13-16,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/46/L1,both_pass,8,<=8,True,True,9,9,base,base
SingleLineInfilling/HumanEval/46/L2,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/46/L4,both_fail,14,13-16,False,False,4,4,base,base
SingleLineInfilling/HumanEval/46/L5,both_pass,23,17-24,True,True,7,7,base,base
SingleLineInfilling/HumanEval/46/L6,both_pass,7,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/46/L8,both_fail,7,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/47/L0,both_pass,7,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/47/L1,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/47/L2,both_fail,11,9-12,False,False,14,14,weak_correction,weak_correction
SingleLineInfilling/HumanEval/47/L3,both_pass,4,<=8,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/47/L4,both_fail,29,25+,False,False,9,9,base,base
SingleLineInfilling/HumanEval/48/L0,both_pass,9,9-12,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/48/L1,both_fail,17,17-24,False,False,6,6,base,base
SingleLineInfilling/HumanEval/48/L2,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/48/L3,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/49/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/49/L1,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/49/L2,both_pass,11,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/49/L3,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/5/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/5/L1,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/5/L11,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/5/L3,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/5/L5,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/5/L6,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/5/L7,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/5/L9,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/50/L0,both_fail,35,25+,False,False,5,5,base,base
SingleLineInfilling/HumanEval/51/L0,both_fail,34,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/52/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/52/L1,both_fail,7,<=8,False,False,6,6,base,base
SingleLineInfilling/HumanEval/52/L2,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/52/L3,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/53/L0,both_pass,6,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/54/L0,both_fail,12,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/55/L0,both_pass,8,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/55/L1,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/55/L2,both_pass,8,<=8,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/55/L3,both_pass,5,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/55/L4,both_fail,16,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/56/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/56/L1,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/56/L2,both_pass,7,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/56/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/56/L4,both_pass,4,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/56/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/56/L6,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/56/L7,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/56/L8,both_pass,7,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/57/L0,both_fail,17,17-24,False,False,6,6,base,base
SingleLineInfilling/HumanEval/57/L1,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/57/L2,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/58/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/58/L1,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/58/L2,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/58/L3,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/58/L4,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/58/L5,both_fail,7,<=8,False,False,11,11,base,base
SingleLineInfilling/HumanEval/59/L0,both_pass,7,<=8,True,True,12,12,base,base
SingleLineInfilling/HumanEval/59/L1,both_pass,8,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/59/L10,both_pass,10,9-12,True,True,5,5,base,base
SingleLineInfilling/HumanEval/59/L11,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/59/L2,both_pass,4,<=8,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/59/L3,both_fail,14,13-16,False,False,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/59/L4,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/59/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/59/L6,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/59/L7,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/59/L8,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/59/L9,both_pass,14,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/6/L0,both_pass,9,9-12,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/6/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/6/L10,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/6/L12,both_fail,21,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/6/L2,both_pass,7,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/6/L3,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/6/L4,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/6/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/6/L6,both_pass,12,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/6/L7,both_pass,4,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/6/L8,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/60/L0,both_fail,10,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/61/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/61/L1,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/61/L2,both_fail,7,<=8,False,False,19,19,official_long_suspicion,official_long_suspicion
SingleLineInfilling/HumanEval/61/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/61/L4,both_pass,4,<=8,True,True,19,19,official_long_suspicion,official_long_suspicion
SingleLineInfilling/HumanEval/61/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/61/L6,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/61/L7,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/61/L8,both_pass,7,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/62/L0,both_fail,20,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/63/L0,both_pass,8,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/63/L1,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/63/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/63/L3,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/63/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/63/L5,both_pass,5,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/63/L6,both_fail,26,25+,False,False,10,10,base,base
SingleLineInfilling/HumanEval/64/L0,both_fail,11,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/64/L1,both_fail,16,13-16,False,False,13,13,weak_correction,weak_correction
SingleLineInfilling/HumanEval/64/L2,both_fail,20,17-24,False,False,5,5,base,base
SingleLineInfilling/HumanEval/64/L3,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/64/L4,both_pass,7,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/65/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/65/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/65/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/65/L3,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/65/L4,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/66/L0,both_pass,10,9-12,True,True,4,4,base,base
SingleLineInfilling/HumanEval/66/L1,both_fail,21,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/67/L0,both_pass,6,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/67/L1,both_fail,10,9-12,False,False,7,7,base,base
SingleLineInfilling/HumanEval/67/L2,both_pass,7,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/67/L3,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/67/L4,both_fail,9,9-12,False,False,3,3,base,base
SingleLineInfilling/HumanEval/68/L0,both_pass,12,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/68/L1,both_pass,19,17-24,True,True,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/68/L2,both_pass,10,9-12,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/68/L3,both_fail,15,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/69/L0,both_fail,18,17-24,False,False,6,6,base,base
SingleLineInfilling/HumanEval/69/L1,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/69/L2,both_pass,10,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/69/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/69/L5,both_fail,13,13-16,False,False,7,7,base,base
SingleLineInfilling/HumanEval/69/L6,both_pass,10,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/69/L7,both_fail,5,<=8,False,False,8,8,base,base
SingleLineInfilling/HumanEval/69/L9,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/7/L0,both_fail,14,13-16,False,False,3,3,base,base
SingleLineInfilling/HumanEval/70/L0,both_pass,8,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/70/L1,both_pass,5,<=8,True,True,11,11,base,base
SingleLineInfilling/HumanEval/70/L2,both_fail,15,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/70/L3,both_fail,8,<=8,False,False,5,5,base,base
SingleLineInfilling/HumanEval/70/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/70/L5,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/71/L0,both_fail,21,17-24,False,False,9,9,base,base
SingleLineInfilling/HumanEval/71/L1,both_pass,6,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/71/L2,both_pass,13,13-16,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/71/L3,both_fail,29,25+,False,False,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/71/L4,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/71/L5,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/72/L0,both_fail,9,9-12,False,False,6,6,base,base
SingleLineInfilling/HumanEval/72/L1,both_fail,4,<=8,False,False,8,8,base,base
SingleLineInfilling/HumanEval/72/L3,both_fail,13,13-16,False,False,6,6,base,base
SingleLineInfilling/HumanEval/72/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/72/L5,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/72/L6,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/72/L7,both_pass,5,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/72/L8,both_pass,5,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/72/L9,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/73/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/73/L1,both_fail,13,13-16,False,False,9,9,base,base
SingleLineInfilling/HumanEval/73/L2,both_pass,17,17-24,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/73/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/73/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/74/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/74/L1,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/74/L10,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/74/L11,both_pass,5,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/74/L2,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/74/L4,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/74/L5,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/74/L6,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/74/L8,both_fail,9,9-12,False,False,9,9,base,base
SingleLineInfilling/HumanEval/74/L9,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/75/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/75/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/75/L10,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/75/L11,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/75/L12,both_fail,11,9-12,False,False,4,4,base,base
SingleLineInfilling/HumanEval/75/L13,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/75/L2,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/75/L3,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/75/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/75/L6,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/75/L7,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/75/L8,both_pass,13,13-16,True,True,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/75/L9,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/76/L0,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/76/L1,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/76/L2,both_pass,6,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/76/L3,both_pass,9,9-12,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/76/L4,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/76/L5,both_pass,9,9-12,True,True,7,7,base,base
SingleLineInfilling/HumanEval/77/L0,both_fail,7,<=8,False,False,4,4,base,base
SingleLineInfilling/HumanEval/77/L1,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/78/L0,both_fail,22,17-24,False,False,8,8,base,base
SingleLineInfilling/HumanEval/78/L1,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/78/L2,both_pass,12,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/78/L3,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/78/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/78/L5,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/79/L0,both_fail,17,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/8/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/8/L1,both_pass,7,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/8/L3,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/8/L4,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/8/L5,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/8/L6,both_fail,8,<=8,False,False,8,8,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/80/L0,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/80/L1,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/80/L3,both_fail,13,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/80/L5,both_fail,34,25+,False,False,20,20,strong_correction,strong_correction
SingleLineInfilling/HumanEval/80/L6,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/80/L7,both_fail,4,<=8,False,False,3,3,base,base
SingleLineInfilling/HumanEval/81/L10,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L11,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L12,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L13,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L14,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L15,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L16,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L17,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L18,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L19,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/81/L20,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L21,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L22,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L23,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L24,both_pass,11,9-12,True,True,11,11,base,base
