task_id,policy,oracle_length,oracle_bucket,passed,current_selected_length,proportional_selected_length,new_selected_length,promoted,current_abs_error,new_abs_error,delta_abs_error,improved_length_error,worsened_length_error,current_under_selected,new_under_selected,current_over_selected,new_over_selected,max_probe_length,candidate_count
SingleLineInfilling/HumanEval/61/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/61/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,9,3,9,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/62/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,20,17-24,False,3,3,3,False,17,17,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/63/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,6,6,6,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/63/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/63/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/63/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/63/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/63/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,6,6,6,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/63/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,26,25+,False,13,10,13,False,13,13,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/64/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,False,8,8,8,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/64/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,16,13-16,False,13,11,13,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/64/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,20,17-24,False,5,5,5,False,15,15,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/64/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/64/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,5,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/65/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/65/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/65/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/65/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/65/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,19,17-24,False,3,3,3,False,16,16,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/66/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,4,4,4,False,6,6,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/66/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,21,17-24,False,3,3,3,False,18,18,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/67/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,4,4,4,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/67/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,False,7,7,7,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/67/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,5,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/67/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/67/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,False,3,3,3,False,6,6,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/68/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,True,9,9,9,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/68/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,19,17-24,True,20,20,20,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/68/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,13,13,13,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/68/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,15,13-16,False,3,3,3,False,12,12,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/69/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,18,17-24,False,6,6,6,False,12,12,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/69/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/69/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,9,9,9,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/69/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/69/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,False,7,7,7,False,6,6,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/69/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,9,9,9,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/69/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,False,8,8,8,False,3,3,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/69/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/70/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,10,10,10,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/70/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,11,11,11,False,6,6,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/70/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,15,13-16,False,8,8,8,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/70/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,False,5,5,5,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/70/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/70/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/71/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,21,17-24,False,9,9,9,False,12,12,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/71/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,7,5,7,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/71/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,14,14,14,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/71/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,29,25+,False,16,16,16,False,13,13,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/71/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/71/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/72/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,False,6,6,6,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/72/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,False,8,8,8,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/72/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,False,6,6,6,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/72/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/72/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/72/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,6,4,6,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/72/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,9,5,9,False,4,4,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/72/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,6,5,6,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/72/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/73/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/73/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,9,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/73/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,True,13,13,13,False,4,4,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/73/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/73/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/74/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,False,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,5,5,5,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/74/L11,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,5,<=8,True,4,4,4,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/75/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/75/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,13,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L11,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L12,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,4,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/75/L13,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/76/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/76/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/76/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,7,5,7,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/76/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,4,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/76/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,5,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/76/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,7,7,7,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/77/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,False,4,4,4,False,3,3,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/77/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,19,17-24,False,3,3,3,False,16,16,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/78/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,22,17-24,False,8,8,8,False,14,14,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/78/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/78/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,12,9-12,True,12,12,12,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/78/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/78/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,6,6,6,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/78/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/79/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,False,3,3,3,False,14,14,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/80/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/80/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/80/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,11,8,11,False,2,2,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/80/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,34,25+,False,20,20,20,False,14,14,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/80/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,5,5,5,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/80/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,False,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/81/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,8,<=8,True,8,8,8,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,13,9,13,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/81/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L7,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L8,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L9,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L10,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L11,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L12,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L13,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L14,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L15,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L16,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L17,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L18,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L19,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L20,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L21,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L22,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L23,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L24,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L25,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L26,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L27,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L28,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,11,11,11,False,7,7,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/81/L29,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,9,9-12,True,9,9,9,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/81/L30,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,6,<=8,True,7,3,7,False,1,1,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/82/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,7,<=8,True,7,7,7,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/82/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,13,13-16,True,13,6,13,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/82/L2,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,6,4,6,False,2,2,0,False,False,False,False,True,True,24,16
SingleLineInfilling/HumanEval/82/L3,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,True,11,11,11,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/82/L4,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,10,9-12,True,10,10,10,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/82/L5,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,4,4,4,False,0,0,0,False,False,False,False,False,False,24,16
SingleLineInfilling/HumanEval/82/L6,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,4,<=8,True,3,3,3,False,1,1,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/83/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,11,9-12,False,4,4,4,False,7,7,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/83/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,False,3,3,3,False,14,14,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/84/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,17,17-24,False,3,3,3,False,14,14,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/85/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,32,25+,False,3,3,3,False,29,29,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/86/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,21,17-24,False,3,3,3,False,18,18,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/87/L0,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,35,25+,False,5,5,5,False,30,30,0,False,False,True,True,False,False,24,16
SingleLineInfilling/HumanEval/87/L1,base0p985_slope0p02_min0p85_minbase12_maxx1p5_noraw,27,25+,False,3,3,3,False,24,24,0,False,False,True,True,False,False,24,16
