action,action_equivalence_class,action_schema_version,actual_canvas,actual_forward_steps,code_sha256,compile_passed,decode_steps,early_commit_enabled,early_commit_triggered,effective_update_steps,error_message_short,error_type,experimental_seed,generated_text_sha256,inference_cost_sec,oracle_bucket,oracle_length,passed,primary_selected_length,seed,source_commit,split,stop_reason,target_length,task_group,task_id
EXPAND_32,SingleLineInfilling/HumanEval/140/L4|canvas=32,deployable_canvas_actions_v1,32,55,6800d8ab1dafde25cfc86e7e0287e1a2d9bcaac36591ebce9fd403e3b7c886ed,True,64,True,True,28,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,d5f3272d06c416e4ca28ed1ca07d654f4eb9d5624716347e7f8a5c7102e3bf96,4.495222869911231,9-12,9,False,9,614979236,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L4
EXPAND_48,SingleLineInfilling/HumanEval/140/L4|canvas=48,deployable_canvas_actions_v1,48,64,ebaab540aeba09e773889f7f57ae0b775e662e79fc30c817f13aafc8097a1d41,True,64,True,False,48,failed: This prints if this assert fails 3 (good for debugging!),UnitTestFailure,0,65021984e1036767db7bda0fd77edc444073323a684cfdbdc94057bdaa04eef6,5.2851939260726795,9-12,9,False,9,614979236,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L4
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L4|canvas=9,deployable_canvas_actions_v1,9,41,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,True,64,True,True,7,,,0,0005d61f8800d22e3d78376107ce8f7177921ed7f0b2c7224dc5bc1f25da253e,3.3357334409374744,9-12,9,True,9,614979236,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L4
EXPAND_16,SingleLineInfilling/HumanEval/140/L5|canvas=16,deployable_canvas_actions_v1,16,63,0c662b4b014ecc39d5dccd36fe4fc21b4ffc00e23720426b2f389baabdd6d7c3,True,64,True,False,16,failed: This prints if this assert fails 3 (good for debugging!),UnitTestFailure,0,1813441d49249a39e756a42bf42694b9e9a91d617b3c5a2003b60b437ca627a1,4.998658100143075,<=8,6,False,6,1526144043,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/140,SingleLineInfilling/HumanEval/140/L5
EXPAND_24,SingleLineInfilling/HumanEval/140/L5|canvas=24,deployable_canvas_actions_v1,24,41,73661f4aceaa5100dab383a82a29358e025a26c207ac21ae325b15492925c2f5,True,64,True,True,16,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,4f0114cb860df483f7ecb41552d256f1bc38858e138a201bfdbe829db5848777,3.3280129090417176,<=8,6,False,6,1526144043,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/140,SingleLineInfilling/HumanEval/140/L5
EXPAND_32,SingleLineInfilling/HumanEval/140/L5|canvas=32,deployable_canvas_actions_v1,32,41,56977e6a8ec1f56b569d7af5914fa60b9c7863640d63c02d424b654ec0724669,True,64,True,True,21,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,745c95f101b2c5bfb7600f93ea2c48863cc6440d8b4929a1e26d6f410f9cb709,3.3171598579501733,<=8,6,False,6,1526144043,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L5
EXPAND_48,SingleLineInfilling/HumanEval/140/L5|canvas=48,deployable_canvas_actions_v1,48,54,c5e6a15d4532dbe7e90558c6d31f64f7cc1c8aec90b5f62e6a35b2979372ed88,True,64,True,True,41,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,c5e2e8e7e6a7594b9e3c75e1cd5e1631249548c6d132734475e5beffe4a6ae8a,4.402561928029172,<=8,6,False,6,1526144043,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L5
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L5|canvas=6,deployable_canvas_actions_v1,6,29,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,True,64,True,True,4,,,0,bed597b06c591c2a13a83702ad066c2fc040a95dbf7146574b624c59f64dd6a5,2.3566291570896283,<=8,6,True,6,1526144043,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L5
EXPAND_16,SingleLineInfilling/HumanEval/140/L6|canvas=16,deployable_canvas_actions_v1,16,41,967944929e963eb2eea1d8aec36d15e2f6702e72d17a6a559f592ba9fa314a5d,True,64,True,True,11,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,4ca0a5daaff8886634f9b6aad1418815cd1c9029352098153f431b33b4301ca1,3.337653057067655,<=8,4,False,4,1211388876,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/140,SingleLineInfilling/HumanEval/140/L6
EXPAND_24,SingleLineInfilling/HumanEval/140/L6|canvas=24,deployable_canvas_actions_v1,24,53,e558c2bdd4299753062f98df92955f99b0b4084ee78aad06b10231b7a37dfaa7,True,64,True,True,21,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,883b87b65101addeaa5484db606a4e842487881537a44a01388f477ccbc1df44,4.300953191006556,<=8,4,False,4,1211388876,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/140,SingleLineInfilling/HumanEval/140/L6
EXPAND_32,SingleLineInfilling/HumanEval/140/L6|canvas=32,deployable_canvas_actions_v1,32,44,3703dd5603ce3c64bd48b23ce1e5b22e0f920f5bac20f7494e304991528688b9,False,64,True,True,23,"unterminated string literal (detected at line 22) (<unknown>, line 22)",SyntaxError,0,9f4bdc964de194d2ed7bc91d75dd9f3b933abb32b7a85fb34e8e81ca28d5a399,3.4782370849279687,<=8,4,False,4,1211388876,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L6
EXPAND_48,SingleLineInfilling/HumanEval/140/L6|canvas=48,deployable_canvas_actions_v1,48,53,a8c11e21d8129ed38fd338783c902966f0624fa922c30b3cf9e333000881e205,True,64,True,True,40,failed: This prints if this assert fails 2 (good for debugging!),UnitTestFailure,0,9de6445d5d856e623f4fed41b0c7e8714f8a4c4c6b170e70df5467bec64fed29,4.4117713121231645,<=8,4,False,4,1211388876,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L6
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L6|canvas=4,deployable_canvas_actions_v1,4,29,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,True,64,True,True,3,,,0,a97b47bb81ce93cba67afc08698a80cfa093a8667e9c9f965337818d6578d185,2.3350449790013954,<=8,4,True,4,1211388876,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L6
EXPAND_16,SingleLineInfilling/HumanEval/140/L7|canvas=16,deployable_canvas_actions_v1,16,60,88eca139dc3ac7f04b35ce1471e456395e1d48324dd670f8e6b4cdc9bb2d95ad,True,64,True,True,16,,,0,b2975401cd18f4e3e2d4b39cc0e885b6f529e996b647ab715bcbf27f9340e598,4.768730669049546,9-12,10,True,10,2044792794,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/140,SingleLineInfilling/HumanEval/140/L7
EXPAND_24,SingleLineInfilling/HumanEval/140/L7|canvas=24,deployable_canvas_actions_v1,24,64,fea5370956b2412c64893b8aa2b17d8a644ebf660e5283032aa74e1149becdd1,True,64,True,False,24,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,16e9ba7ec38e3bfdfe91610d507c85ae28aae5b71640b8e0541ba27d3f1466ab,5.069690376170911,9-12,10,False,10,2044792794,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/140,SingleLineInfilling/HumanEval/140/L7
EXPAND_32,SingleLineInfilling/HumanEval/140/L7|canvas=32,deployable_canvas_actions_v1,32,59,d8ce96da4ea5dc56f6cb0c64d461be86acd1c816857fb8f5c329e17ed01b743a,True,64,True,True,30,,,0,5efb7b841b0717c56e265581020bdaec3d65661ec107782bd71bd53364351a16,4.743279670015909,9-12,10,True,10,2044792794,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L7
EXPAND_48,SingleLineInfilling/HumanEval/140/L7|canvas=48,deployable_canvas_actions_v1,48,41,b1d55aeaefc8c539ce7b46bbff0ad0d8a1fa799ed6db90ca9569b4174cff7e4b,True,64,True,True,31,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,31aa21395dddcb6631c23348d2ec0be8f1d91879ec36843b0c2db8cc417ef138,3.3463435659650713,9-12,10,False,10,2044792794,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L7
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L7|canvas=10,deployable_canvas_actions_v1,10,43,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,True,64,True,True,8,,,0,86d15b33913bbb0801da6b32af472900b6f6373c13ea3a4570a2a821ee5fe651,3.4105274931062013,9-12,10,True,10,2044792794,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L7
EXPAND_16,SingleLineInfilling/HumanEval/140/L8|canvas=16,deployable_canvas_actions_v1,16,41,8c1173673479992961fde9d0f0c0d2ba17239bc603ca4c327ff6d90ca8450c8d,True,64,True,True,11,,,0,dd7c6ff6e0ad4e983e4fb68bb95dae97a8e642d731eae4526ae1f2071670cedf,3.3558887989493087,9-12,10,True,6,1242790057,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/140,SingleLineInfilling/HumanEval/140/L8
EXPAND_24,SingleLineInfilling/HumanEval/140/L8|canvas=24,deployable_canvas_actions_v1,24,62,d4f472a2a4a76cc1c810249aab22f0bd7862bf71c19e6f5ec3238f13c6b71e7e,True,64,True,True,24,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,e122c8cacb2307411452334596516f0b323aa9801fe3a65f3d74687d5bffb3ce,4.992315932875499,9-12,10,False,6,1242790057,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/140,SingleLineInfilling/HumanEval/140/L8
EXPAND_32,SingleLineInfilling/HumanEval/140/L8|canvas=32,deployable_canvas_actions_v1,32,52,619e001e5c6eb107ad29f8957e1c7428f03b90f261022f3ac21c0f32ef489b86,True,64,True,True,27,failed: This prints if this assert fails 3 (good for debugging!),UnitTestFailure,0,052f17de37c28de9d17db3691341777777adcd7baf4070a7dae70f0d71d0b0f9,4.255495744990185,9-12,10,False,6,1242790057,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L8
EXPAND_48,SingleLineInfilling/HumanEval/140/L8|canvas=48,deployable_canvas_actions_v1,48,51,887a91a5b77812044163d53b4c80a5d4bc9d1db48aeddce7e625fa0027b7a08a,True,64,True,True,39,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,2bf0da80163023713dcc9151ea971d7990acba0e140be21f622d96ffc3301354,4.233307880000211,9-12,10,False,6,1242790057,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L8
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L8|canvas=6,deployable_canvas_actions_v1,6,29,4784843ea6660d78a1bef8a511447ecd9bc79e7bccbe6b7a63b5e7944b2711d6,True,64,True,True,4,failed: This prints if this assert fails 4 (good for debugging!),UnitTestFailure,0,d2969ab02408cda2db68ebcd4411783ac51fa827f81617716688d5ed50b9b520,2.3632766540395096,9-12,10,False,6,1242790057,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L8
EXPAND_16,SingleLineInfilling/HumanEval/140/L9|canvas=16,deployable_canvas_actions_v1,16,41,1b8e656b0d1186e5fc91ac45f9b65f08ef591cc247b7593e1155a9c4c2ec91fc,True,64,True,True,11,,,0,410129fb2ad69fc59bac1d4866295dbff044b18e02368460246c1cca5db4996d,3.2686000008834526,9-12,10,True,10,1232464412,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/140,SingleLineInfilling/HumanEval/140/L9
EXPAND_24,SingleLineInfilling/HumanEval/140/L9|canvas=24,deployable_canvas_actions_v1,24,64,fd547d6eb59aa8bd4e333776bee52550ab84bede6acd55f3312f40014469daf1,True,64,True,False,24,,,0,c3239c5c0f6e9bdd8b8c9014e842b23e5718fc425c09fc4f286c84f8b451ea33,5.096102594980039,9-12,10,True,10,1232464412,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/140,SingleLineInfilling/HumanEval/140/L9
EXPAND_32,SingleLineInfilling/HumanEval/140/L9|canvas=32,deployable_canvas_actions_v1,32,59,0c6533e349bf2eb48de8739b6684f41419235dfb4afca10b546a88b9a6c87494,True,64,True,True,30,,,0,94d81682448c1948c735ba0561cf8a21e1c88abf7e896bd5ddaa12a684e04acd,4.709689123905264,9-12,10,True,10,1232464412,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/140,SingleLineInfilling/HumanEval/140/L9
EXPAND_48,SingleLineInfilling/HumanEval/140/L9|canvas=48,deployable_canvas_actions_v1,48,41,6d2ad306b5f8437dd5a21f1457ce0c77b4d27ab016ec900a05feb13a535db5dd,True,64,True,True,31,failed: This prints if this assert fails 3 (good for debugging!),UnitTestFailure,0,0aeb59e2695e08ca6310c17d850a9eb49c1d4fbee15e57cfe9eba08675eaaa9b,3.3621571640251204,9-12,10,False,10,1232464412,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/140,SingleLineInfilling/HumanEval/140/L9
KEEP_PRIMARY,SingleLineInfilling/HumanEval/140/L9|canvas=10,deployable_canvas_actions_v1,10,43,26293c6f28ed8fd48b4e0f152f7d5ee01514549757e98d1129cc02a969f4e712,True,64,True,True,8,,,0,62b447ed38ecaff4a31f8a002315095c84a8df3947f45dfda569d45887af3701,3.3968832510290667,9-12,10,True,10,1232464412,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/140,SingleLineInfilling/HumanEval/140/L9
EXPAND_16,SingleLineInfilling/HumanEval/141/L0|canvas=16,deployable_canvas_actions_v1,16,41,fecb4beda07b2b9390ea9ff6d4d75b84d9a9bde9577e9782921234ec2472dc0d,True,64,True,True,11,,,0,8e067655a77ad1a7587b1f330bbaf102ee601d28b3855042e6ca97c41f3eded1,3.7046425461303443,13-16,14,True,14,1615867727,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/141,SingleLineInfilling/HumanEval/141/L0
EXPAND_24,SingleLineInfilling/HumanEval/141/L0|canvas=24,deployable_canvas_actions_v1,24,64,682e97dc81aedf8205ea6f13db806e7b9416919be8bce04b976152b5cc831e8b,True,64,True,False,24,,,0,f34f86d65596125b321b6bf81cc7e6debcafe426b1dd579bc539f0ca241a7b48,5.719182430882938,13-16,14,True,14,1615867727,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/141,SingleLineInfilling/HumanEval/141/L0
EXPAND_32,SingleLineInfilling/HumanEval/141/L0|canvas=32,deployable_canvas_actions_v1,32,51,25bbc82d555a39b2afc8f477c31797d44afb628a94d6a06a999ab2ed0fc1dadb,True,64,True,True,26,,,0,31d4360c88ee46144ea96761b56590dfc1544cbad1bc073b9b560b9145a690cb,4.658314021886326,13-16,14,True,14,1615867727,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/141,SingleLineInfilling/HumanEval/141/L0
EXPAND_48,SingleLineInfilling/HumanEval/141/L0|canvas=48,deployable_canvas_actions_v1,48,64,c158dd460a7ed31d88cdb523603669c9080fa8f90358a1177745bb333eeb2a44,True,64,True,False,48,,,0,7c9eb72598a86c91b7b216eaac5b9587fea6f4423f6471caccb82eb10fd1955d,6.205622376990505,13-16,14,True,14,1615867727,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/141,SingleLineInfilling/HumanEval/141/L0
KEEP_PRIMARY,SingleLineInfilling/HumanEval/141/L0|canvas=14,deployable_canvas_actions_v1,14,41,657fc2894c20a1c1923f7c2892f11f8b2f0aceb243f3ed6f21f1f8a26b9936bf,True,64,True,True,10,,,0,ceb97e6e31488836dfd033b81a54e84415e72f1157960f63135e03540ab4eb99,3.5572550990618765,13-16,14,True,14,1615867727,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/141,SingleLineInfilling/HumanEval/141/L0
EXPAND_16,SingleLineInfilling/HumanEval/141/L1|canvas=16,deployable_canvas_actions_v1,16,47,042b561230ba6dfefd6602b99fb85ffe6fd0f1c5e23aa41b8e6aa8ec4b97875c,True,64,True,True,13,failed: ,UnitTestFailure,0,c9aeb671b6e4e362166c24dbfead765be83617e46a28330508be345adc57c98c,4.169271880877204,9-12,12,False,9,212125313,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/141,SingleLineInfilling/HumanEval/141/L1
EXPAND_24,SingleLineInfilling/HumanEval/141/L1|canvas=24,deployable_canvas_actions_v1,24,41,143d04565a5093b42ebffa5798818b5d24b251d5c71fb592b67ccbdad286f86d,True,64,True,True,16,,,0,998a302e7289722bd71d556da1c80c481893a90f5fe27d5c942c3fc5fc7e1c44,3.657891298062168,9-12,12,True,9,212125313,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/141,SingleLineInfilling/HumanEval/141/L1
EXPAND_32,SingleLineInfilling/HumanEval/141/L1|canvas=32,deployable_canvas_actions_v1,32,41,89e3b5f5748a32289f7c651bc170d34d0565ccbc16495c10cc01419e69eca10a,True,64,True,True,21,failed: ,UnitTestFailure,0,3012412bad0d54cc5f6f285a1ebaa65bb2e7ca4806b6bdca23e67232fe678d07,3.674078930984251,9-12,12,False,9,212125313,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/141,SingleLineInfilling/HumanEval/141/L1
EXPAND_48,SingleLineInfilling/HumanEval/141/L1|canvas=48,deployable_canvas_actions_v1,48,57,a21969925635db4bfe11f469cecaf2144ad8a49551b31ed93bd8f6a5608305ba,True,64,True,True,43,failed: ,UnitTestFailure,0,c9c81aa4936d23cedf41802fb9f278b2cf2675d02327e5bb083c00936d057e88,5.501537567935884,9-12,12,False,9,212125313,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/141,SingleLineInfilling/HumanEval/141/L1
KEEP_PRIMARY,SingleLineInfilling/HumanEval/141/L1|canvas=9,deployable_canvas_actions_v1,9,41,37f00ed046d991e5d4c8b8d3af06449a6f17815870ec7c7f16d8c62e69eca251,True,64,True,True,7,,,0,927fb020b9ca0a5f243b395ded375de9624f0ccf92ddbc6d55097222d1e8083a,3.4729798189364374,9-12,12,True,9,212125313,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/141,SingleLineInfilling/HumanEval/141/L1
EXPAND_16,SingleLineInfilling/HumanEval/141/L10|canvas=16,deployable_canvas_actions_v1,16,47,404a4c4d3d4c71e15819c01ea8eca6f3f807b8d768c345eb7f6e281594e39b4c,True,64,True,True,13,failed: 'bool' object is not iterable,UnitTestFailure,0,ae3cee94cbaca3028c225803598fdbf34cfef230fc0e6b3f0ed66d0e8c167234,4.044072083081119,17-24,20,False,9,2058727930,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/141,SingleLineInfilling/HumanEval/141/L10
EXPAND_24,SingleLineInfilling/HumanEval/141/L10|canvas=24,deployable_canvas_actions_v1,24,62,fd9e3ce838ddd738e4747b4252d5ea32822222a37c500b09346b697e81789189,True,64,True,True,24,,,0,cd2592f52f60cf9df144b0c5e482623b38a124c036663ba60b9a8bda0230ffb8,5.522801740095019,17-24,20,True,9,2058727930,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/141,SingleLineInfilling/HumanEval/141/L10
EXPAND_32,SingleLineInfilling/HumanEval/141/L10|canvas=32,deployable_canvas_actions_v1,32,59,727732a7341fc1e9e71981ae6e05c36aa814b231ede8dcba21a5cd1759a69e5e,True,64,True,True,30,failed: 'str' object cannot be interpreted as an integer,UnitTestFailure,0,7ccb7df72cccb9e9d6c41fd2f4a2b5ffbd30fa39294dc9f0de9772961c188f6e,5.2934909369796515,17-24,20,False,9,2058727930,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/141,SingleLineInfilling/HumanEval/141/L10
EXPAND_48,SingleLineInfilling/HumanEval/141/L10|canvas=48,deployable_canvas_actions_v1,48,61,e56f3b625fe9665d581d1f12c2782aaacaca4136537fb6e4fc02dd597a80ab81,True,64,True,True,46,failed: ,UnitTestFailure,0,1ca77e0203b255c09de0f8e8dbb421c770400f996c8d2e2182c361e8048d2a67,5.917517619905993,17-24,20,False,9,2058727930,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/141,SingleLineInfilling/HumanEval/141/L10
KEEP_PRIMARY,SingleLineInfilling/HumanEval/141/L10|canvas=9,deployable_canvas_actions_v1,9,41,c9f1bb13236de04038e9a8a50af27e139e0169def38059a82196bf909d9fad21,False,64,True,True,7,"unterminated string literal (detected at line 26) (<unknown>, line 26)",SyntaxError,0,b3a80a94313420ea9dc1c7f87060514de723c5e8db645afda2b34f77a66a681f,3.3824368808418512,17-24,20,False,9,2058727930,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/141,SingleLineInfilling/HumanEval/141/L10
EXPAND_16,SingleLineInfilling/HumanEval/141/L11|canvas=16,deployable_canvas_actions_v1,16,63,d7fc4193a4acfe0bdf92e4cecca784207b0d72bb1d40d69dd58a15e6718f474f,True,64,True,False,16,,,0,0fd66a41051c9ca0d38256433a6dd91ceb9d305f10ea37fba323a92091b6d109,5.515685864025727,<=8,8,True,8,1450036564,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/141,SingleLineInfilling/HumanEval/141/L11
EXPAND_24,SingleLineInfilling/HumanEval/141/L11|canvas=24,deployable_canvas_actions_v1,24,48,fcda2a911694469c8b4d747a0f0ff07a874cab16911a6719d74e7ef6a1d4bbb7,True,64,True,True,19,failed: ,UnitTestFailure,0,9af4f3308fb8a8e1b86ab6fd802031817ac764c22e5081e2a014796714848b6b,4.289535424904898,<=8,8,False,8,1450036564,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/141,SingleLineInfilling/HumanEval/141/L11
EXPAND_32,SingleLineInfilling/HumanEval/141/L11|canvas=32,deployable_canvas_actions_v1,32,64,a7fbac2ff5a9e3d2c6fdca87e39a33e8f258d4d3215f96b1e1308d6e62fe70e2,True,64,True,False,32,failed: ,UnitTestFailure,0,154fcf63b0c3fb42125c0356637a5f4843321d10301d6854bb8b09aa0a1e7aef,5.728065807954408,<=8,8,False,8,1450036564,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,32,HumanEval/141,SingleLineInfilling/HumanEval/141/L11
EXPAND_48,SingleLineInfilling/HumanEval/141/L11|canvas=48,deployable_canvas_actions_v1,48,64,cc12ae82ecd4f64d24b95423f165bbac6929ecd168459811360c14b6dd24d7eb,True,64,True,False,48,,,0,d2a6cd4f6034a92950831fc2e5ffca8e0cab8a08c9c4d307c0db1e3f742121c9,6.1364663511049,<=8,8,True,8,1450036564,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/141,SingleLineInfilling/HumanEval/141/L11
KEEP_PRIMARY,SingleLineInfilling/HumanEval/141/L11|canvas=8,deployable_canvas_actions_v1,8,29,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,True,64,True,True,5,,,0,4ca8e2a01d384daeb2a9a75efd10b38b56dcc69c49d547d5c333d98e4f476323,2.5266581180039793,<=8,8,True,8,1450036564,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/141,SingleLineInfilling/HumanEval/141/L11
EXPAND_16,SingleLineInfilling/HumanEval/141/L12|canvas=16,deployable_canvas_actions_v1,16,41,e7dcc6f513162cbdead37b03fcdc675b933a69dd5ff4f905670812743a13742d,True,64,True,True,11,,,0,2eb548e428a1d97d7b973ce5f1551327f71ac79f4a98055caacc9cd538610e3e,3.730367791838944,<=8,6,True,6,1205619776,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/141,SingleLineInfilling/HumanEval/141/L12
EXPAND_24,SingleLineInfilling/HumanEval/141/L12|canvas=24,deployable_canvas_actions_v1,24,64,5142a069749d2c1458a98d179ef592b0199c0d3c5c110153ff3fd0ca68e972bf,True,64,True,False,24,,,0,b29e07ab23fea39a0aeb70c51e60b89221a65883298691ad49831175a8318f01,5.788506277138367,<=8,6,True,6,1205619776,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/141,SingleLineInfilling/HumanEval/141/L12
EXPAND_32,SingleLineInfilling/HumanEval/141/L12|canvas=32,deployable_canvas_actions_v1,32,47,021a5104e8dc38e047471cbd1b4534c06cc417a508029e054deb61b03f90aea1,True,64,True,True,24,failed: ,UnitTestFailure,0,16b927d8c7c9f2de5a9b93365bb8573ea2cd5d5bab53efe7da59dba27289f13a,4.577016863971949,<=8,6,False,6,1205619776,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/141,SingleLineInfilling/HumanEval/141/L12
EXPAND_48,SingleLineInfilling/HumanEval/141/L12|canvas=48,deployable_canvas_actions_v1,48,64,8c66006a9038846ca20b3001fbf699c0c63944784a4c479e14df7c1e93912bd3,True,64,True,True,48,failed: slice indices must be integers or None or have an __index__ method,UnitTestFailure,0,bbf08568c07bd14351b5407ae68c68430e5c7a252b4a58e648a2e8ca7889213c,6.2411764450371265,<=8,6,False,6,1205619776,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/141,SingleLineInfilling/HumanEval/141/L12
KEEP_PRIMARY,SingleLineInfilling/HumanEval/141/L12|canvas=6,deployable_canvas_actions_v1,6,29,dd7ecef4f7b631828454ee243a9b6ad03deeb43fc6eaf048b2fee786433d989d,True,64,True,True,4,,,0,ab04751f1b0b4d135c54a8745ef15eaa6cf9338c38178bd42887306861017d39,2.542656305944547,<=8,6,True,6,1205619776,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/141,SingleLineInfilling/HumanEval/141/L12
